"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Fanny+Club/data=!4m7!3m6!1s0x2dd7fbe6f2d475bb:0x4dbc2c998467a9ae!8m2!3d-7.2723548!4d112.7736612!16s%2Fg%2F11c6q397_n!19sChIJu3XU8ub71y0RrqlnhJksvE0?authuser=0&hl=id&rclk=1","Fanny Club","5,0","(4)","Tempat Fitness","·","","no 43-43a, Jl. Raya Dharma Husada Indah No.43","","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-9u8n00iyM2nT3JME1zBOStyxZ3iaobGSjvzK9qiJrfxx71g9jUtAyq6WNdcxwgL2AN_zw2OWI9Dq6dYf9BZaJXOXsl5DNttAZ0cn6obzyea6clbkl0bvFvUVVVW0RlnEEns=w80-h106-k-no","","","",""
"https://www.google.com/maps/place/Celebrity+Fitness+-+Tunjungan+Plaza+5/data=!4m7!3m6!1s0x2dd7f912e17087b1:0x9beff74f3f8a212!8m2!3d-7.2615474!4d112.7399766!16s%2Fg%2F11hyjd31yt!19sChIJsYdw4RL51y0REqL483T_vgk?authuser=0&hl=id&rclk=1","Celebrity Fitness - Tunjungan Plaza 5","4,2","(237)","Tempat Fitness","·","","Tunjungan Plaza 5, Jl. Basuki Rahmat No.107","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2VqtwoQil_jFZ5nIwvKIYL4SZB_jWinyARRhFUQLerq4T6uMZN2PjLU1Hdqs_JdvvaTymsmfd3GHVYK7mBga464WDhh1nMatAfUZbl2zdLpQGKB1YUE5wU8iCoBUK-VIIKVa-=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat","Bersih dan Lengkap Fasilitasnya dan PT dan Trainernya sangat baik"""
"https://www.google.com/maps/place/Akademi+Seni+Bertarung+Kyokushin+Indonesia+%28Dojo+TSR%29/data=!4m7!3m6!1s0x2dd7fb003721d4dd:0x762ecb7bff98dd0!8m2!3d-7.2781528!4d112.7536498!16s%2Fg%2F11vymr269y!19sChIJ3dQhNwD71y0R0I35v7fsYgc?authuser=0&hl=id&rclk=1","Akademi Seni Bertarung Kyokushin Indonesia (Dojo TSR)","5,0","(47)","Perguruan Karate","·","","Jl. Kertajaya No.84","","Tutup","· Buka Sen pukul 15.40","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6c_fu8JvgXhymYV8QFEfnOkBswE7f5AD04zJo4wMaU9VabyUithUR71CPYT9he9y6ufKMdlAPmwTGl3qyP6V06AseXzv1W_0MvsTuSx2HwxyB-claEzQA6rR7Dj-5M72Gqkn6=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat","yang nyaman dan pelatih yang Profesional, sangat Recomende"""
"https://www.google.com/maps/place/Hypebeast+Gym+Gunawangsa+Tidar/data=!4m7!3m6!1s0x2dd7f92b4af4d6d1:0xedbfbba3ab3b4a69!8m2!3d-7.2545553!4d112.7157749!16s%2Fg%2F11yknl_h8s!19sChIJ0db0Siv51y0RaUo7q6O7v-0?authuser=0&hl=id&rclk=1","Hypebeast Gym Gunawangsa Tidar","4,8","(35)","Klub Olahraga","·","","Jl. Tidar No.350","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGuQKCsbuciD-FIZSG_U4VR_sKOdUYpnIk1mKQOBk3QR3EDFXypeJKBppVd5MwrwqBptnuQeoQQBHqj1VcF20XoyXtj6xeExvshbGj_CTK-1B34BhxWinaZ6BIImITG7qUyAtWK17vATSqI=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cocok buat kaum introvert nge","gym","gk banyak orang"""
"https://www.google.com/maps/place/Gym+dan+Kolam+Renang+Tropical/data=!4m7!3m6!1s0x2dd7f90064d07397:0xd86fb6a4fc9d0673!8m2!3d-7.2536057!4d112.7523802!16s%2Fg%2F11w3mq0lfg!19sChIJl3PQZAD51y0Rcwad_KS2b9g?authuser=0&hl=id&rclk=1","Gym dan Kolam Renang Tropical","5,0","(1)","Tempat Fitness","·","","Jl. Ambengan Batu VI No.29","","","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","","",""
"https://www.google.com/maps/place/WANI+PERIH+-+MBLE+GYM/data=!4m7!3m6!1s0x2dd7f9e8f1e9cc91:0x1ce8334d2caeec7d!8m2!3d-7.247987!4d112.789181!16s%2Fg%2F11ld2k2sj2!19sChIJkczp8ej51y0RfeyuLE0z6Bw?authuser=0&hl=id&rclk=1","WANI PERIH - MBLE GYM","5,0","(43)","Tempat Fitness","·","","Depan Kolam Pancing STRIKE FISHING, Jl. Lebak Timur Asri 89-90. Kel. Gading, Timur","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxYZF8tdC0I60g1n5icNyoTqjpEvuHMC68o2R9QzOLLWr9-TwB04X8Rx0isgui2FL7WEX6iijlA07UgBlbvI1I4JiXeSr8hySsxPOeNhdaP9DM3vdAVSqn--kxeymWFCZRL5Hx=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cocok untuk orang yang benar benar niat","olahraga",""""
"https://www.google.com/maps/place/Pegasus+Gym/data=!4m7!3m6!1s0x2dd7f900486c4355:0xa463aecedbfaa681!8m2!3d-7.25548!4d112.7195063!16s%2Fg%2F11mdb4nzq6!19sChIJVUNsSAD51y0Rgab6286uY6Q?authuser=0&hl=id&rclk=1","Pegasus Gym","4,8","(61)","Tempat Fitness","·","","Ruko Tidar Mas Square, Jl. Tidar No.E12","","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_gbAJR10YfWu86x7N3pd6j3oU-mH_LAerqmaB2KB4hjJJAGR8gny1hNAb6H6CtOS9yjDfXVrCoaKv1uAAi7Jd_-2JU-cDKHXqIfha-vPPPtiTH-dxumlidcSkfcTWZwCu7CofaeRkjsXr=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","yg affordable, nyaman, alat"
"https://www.google.com/maps/place/Force+Human+Training/data=!4m7!3m6!1s0x2dd7fbb4d14e315b:0xbfa9b386aebd2f!8m2!3d-7.272364!4d112.7737433!16s%2Fg%2F11hz2m0szf!19sChIJWzFO0bT71y0RL72uhrOpvwA?authuser=0&hl=id&rclk=1","Force Human Training","5,0","(2)","Tempat Fitness","·","","PQHF+3F5, Jl. Raya Dharma Husada Indah","","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZAjT_ChN9ObQTkeLlACi_e48T-mLU7-t8GETlNaiA7QzX38_I_QJZe0nWek8BJdh26ZgI9opKdEgEdS9MafbW8g8OemnSUMnxjgXwf-YaEIGakdKY5x3sEyQoBEO6-OwNFKSHvw=w163-h92-k-no","","","",""
"https://www.google.com/maps/place/Gedung+Wushu+Yasanis/data=!4m7!3m6!1s0x2dd7f9636cde8787:0x42cdf350d32eb483!8m2!3d-7.2627628!4d112.7489036!16s%2Fg%2F11dylr9bz3!19sChIJh4febGP51y0Rg7Qu01DzzUI?authuser=0&hl=id&rclk=1","Gedung Wushu Yasanis","4,6","(65)","Tempat Fitness","·","","·","Jl. Pemuda No.31-37","Tutup","· Buka Sen pukul 16.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbFbkmxvIvnqv9k_rp-HDOmU_BBjBWMTEFiyG9yAiw1MPkUpCEE5HkXBghrqn5xCqSSTFR6EO7I25comEUMsSRVtHG9Fzuc_pc8IQ51ISuZl0Do-diGM0w2ErZh_IftDmBwGYX5aTsBvvG=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dedicated coaches also many national wushu athletes born from this place.""","",""
"https://www.google.com/maps/place/Personal+trainer+roy/data=!4m7!3m6!1s0x2dd7fb4ede4eda61:0x3e71934d596b23c8!8m2!3d-7.279124!4d112.756901!16s%2Fg%2F11sc9476ct!19sChIJYdpO3k771y0RyCNrWU2TcT4?authuser=0&hl=id&rclk=1","Personal trainer roy","5,0","(3)","Program Kebugaran Fisik","·","","Jl. Gubeng Kertajaya VIII","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsl3l2Zkp8hipvueuaO3yyrmBChJ2xo4mdl4-Va_0a0ln467mdqgM7pQTlkb6AdgNzy-zvmqQCTHalNQpJgZikI3A2Ga7qRUJhpWxLXbVJdhR2PIKaYeicI4zp-XklPTJGQr__1Q=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""dikasih exercise buat beginner, balance antara latihan cardio sama beban.""","",""
"https://www.google.com/maps/place/FX+Fit+Xperience/data=!4m7!3m6!1s0x2dd7f900422ff66d:0xe626be9c87e902f7!8m2!3d-7.2592698!4d112.7820132!16s%2Fg%2F11xckx_k9s!19sChIJbfYvQgD51y0R9wLph5y-JuY?authuser=0&hl=id&rclk=1","FX Fit Xperience","5,0","(12)","Tempat Fitness","·","","Jl. Dr. Ir. H. Soekarno No.36","","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbKVQYYfxTuxF4_-u0EspCeKt2BWlbJZLO4J53zqj9Ug3Smno8pOy2HtZ6XQtzYYgo0b7L3h7SHloYgnWirYZcjqfuWS3JP4MtL43vNIXnZNot54mYj_ZBvQ74lrAWORsS0oetMg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Coach professional,","tempat","nyaman dan parkir luas."""
"https://www.google.com/maps/place/Good+Look+Gym/data=!4m7!3m6!1s0x2dd7f90b9f313585:0xd59786b7cae0205b!8m2!3d-7.2431623!4d112.7582967!16s%2Fg%2F11fzf34frz!19sChIJhTUxnwv51y0RWyDgyreGl9U?authuser=0&hl=id&rclk=1","Good Look Gym","5,0","(3)","Tempat Fitness","·","","Jl. Tambak Laban No.19","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=28t3UVEVgCCFztAfHyjCzA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=346.1817&pitch=0&thumbfov=100","","","",""
"https://www.google.com/maps/place/Crystal+Gym+And+Aerobic/data=!4m7!3m6!1s0x2dd7fb043c45d667:0x664ce6fe362cce4e!8m2!3d-7.3123794!4d112.7551452!16s%2Fg%2F11b6q1d0hl!19sChIJZ9ZFPAT71y0RTs4sNv7mTGY?authuser=0&hl=id&rclk=1","Crystal Gym And Aerobic","4,8","(88)","Pusat Kebugaran","·","","·","Jl. Soponyono No.19","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVtWYdAOvct9Qkrm3i01uPr1WvHdDkAmLKv7N11CpBRhFeZSdyelaGxM7Mf6j-TGJIsIphLmBDdQvBkOqKgARE8Ff4BQuLlF0Fj3xhbSA_l1OpJmYOKxfhP8GuXqC7XHyeauflWA=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yg lumayan lengkap & terjangkau di tengah kota"""
"https://www.google.com/maps/place/Araya+Club+House/data=!4m7!3m6!1s0x2dd7fa4204669773:0x8ecceea7569d5e02!8m2!3d-7.290734!4d112.785714!16s%2Fg%2F11c3j94b12!19sChIJc5dmBEL61y0RAl6dVqfuzI4?authuser=0&hl=id&rclk=1","Araya Club House","4,2","(540)","Tempat Fitness","·","","·","Blok B1 No, Perumahan Galaxi Bumi Permai, Jl. Arief Rachman Hakim Blok B1 No.12A 12A","Tutup","· Buka Sen pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZ4R2l_VdVHltBP3w86U0Yni16gbMFO4zIRw2QhVpql2By9PwHhjPlGbOnV-daE7Bfhn4R4jQCzHHEDxs3rK-kWb2xtkfjSjOjltzNoAec67BF3gfV8_YEewfTP2mASR4_zg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga tiket dikenakan utk yg berenang saja, pengantar free.""","",""
"https://www.google.com/maps/place/Osbond+gum/data=!4m7!3m6!1s0x2dd7f8c47ec812bd:0x483ef1eeaadd4717!8m2!3d-7.2901603!4d112.762566!16s%2Fg%2F11btmqddfs!19sChIJvRLIfsT41y0RF0fdqu7xPkg?authuser=0&hl=id&rclk=1","Osbond gum","5,0","(1)","Tempat Fitness","·","","Jl. Raya Manyar No.12","","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIWkfA3cY9rIo4jHMr70HtWtNHdIghLiMuBSz8tSLp-1VE_tmIEw02pRE4jBHN6gLTprDKtjmutT2fEr_1yYOwZw3-XgRe9LxxSEVtAH2nYB-8f9doujRObS1COFFPByM2Bnvn=w163-h92-k-no","","","",""
"https://www.google.com/maps/place/Kungfu+Wing+Chun+Naga+Putih/data=!4m7!3m6!1s0x2dd7fbd1eedad457:0x27dea8bf2f8aa2fb!8m2!3d-7.2754494!4d112.7557969!16s%2Fg%2F11f4pphvpl!19sChIJV9Ta7tH71y0R-6KKL7-o3ic?authuser=0&hl=id&rclk=1","Kungfu Wing Chun Naga Putih","4,4","(7)","Perguruan Bela Diri","·","","Jl. Gubeng Kertajaya VII E No.17","","Tutup","· Buka Sen pukul 18.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHx9gI-0XpYA_ouA9jrurGSQNG8TZSZP485R590i-Ygf41PCpwaKh4g9SMnCwE1DBcDwjxltPS1igvIHKfg186WBj6G93NMQXn_PQbB4Wv4hBtACeY2cgXucXrFioY4g4sS-sdx=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dekat lokasinya""","",""
"https://www.google.com/maps/place/Celebrity+Fitness+Galaxy+Mall/data=!4m7!3m6!1s0x2dd7fa3c946ea35f:0xc7bf239f294448b2!8m2!3d-7.2748187!4d112.7821007!16s%2Fg%2F1x5bbpyd!19sChIJX6NulDz61y0RskhEKZ8jv8c?authuser=0&hl=id&rclk=1","Celebrity Fitness Galaxy Mall","4,7","(404)","Tempat Fitness","·","","Level 4, Galaxy Mall 2, Jl. Dharmahusada Indah Timur No.35 - 37","","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHlPM4XkYR9UGPAl-yOo1oIpzH3uVoFMsyeqW5niA_2X_TOd35n1PEB1zPfwivYUyaNNBaCr8D4xW2a1it1_D1fuWRtILFJeo5WOgfYbc3vO2wGHGLJMLb0Te6CH8BVCybXF-ob=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","-nya comfy banget dan clean."""
"https://www.google.com/maps/place/Movva+Pilates+Studio/data=!4m7!3m6!1s0x2dd7fb8e6b61ec97:0x3dc31f65fe9290f2!8m2!3d-7.2721645!4d112.7751514!16s%2Fg%2F11yzpchbzk!19sChIJl-xha4771y0R8pCS_mUfwz0?authuser=0&hl=id&rclk=1","Movva Pilates Studio","5,0","(8)","Studio Pilates","·","","Jl. Dharmahusada Indah I No.16C","","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMYEN4_iWxxV4qhHnR3Hegn7owowKTO__EJHzGDrOzOuX2pN0McoKJTaIahzy5Yke2Sep476Mu2Rewl3L68qveu00a4sxDXJgOoaumx-dqVcTxY2-KdfEiQPndU6ML2TBNlWmhEU-VfBg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Studio sangat bersih, alat2 lengkap, coachnya bersertifikasi & the best!!""","",""
"https://www.google.com/maps/place/BODY+MASTER+GYM/data=!4m7!3m6!1s0x2dd7f9bea4ac18d1:0x6cbb76dec461b9b5!8m2!3d-7.2406132!4d112.7814278!16s%2Fg%2F11b6ns6dmy!19sChIJ0RispL751y0RtblhxN52u2w?authuser=0&hl=id&rclk=1","BODY MASTER GYM","4,4","(34)","Tempat Fitness","·","","Jl. Lebak Indah Utara No.57B","","Tutup","· Buka Sen pukul 07.30","https://lh3.googleusercontent.com/gps-proxy/ALd4DhFifVyAZpcdSFa-5utXkUhlWlWBOmcU6yNQEPHZ0U92icmT4HymKr51NZpDntFx0BXpQM9EYlF2poziwRM8xLT8M3vhxIcytFvyy9W-LTCKNxTh8rvq7KZALvrsjGfk_e216UMEKt5UZtcMVZOI8LNcI85XSblb6gCcYfFS9mZhfsCEHDdI8j3JlpkSWz7I-4nyqA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""harga","gym","april 2023 80rb per bulan tidak ada paket tahunan hanya bulanan"""
"https://www.google.com/maps/place/Royal+Sport+Gym/data=!4m7!3m6!1s0x2dd7fae4b19166bb:0x20e63adf925c592!8m2!3d-7.3162588!4d112.7695211!16s%2Fg%2F11g8p666gc!19sChIJu2aRseT61y0RksUl-a1jDgI?authuser=0&hl=id&rclk=1","Royal Sport Gym","4,4","(55)","Tempat Fitness","·","","·","Jl. Raya Kalirungkut No.17","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpexHZBrKw11B0FQWvk4tLZVKZDqhgsgol2wZ_DFOHeK0gDtlfZankvd_-Lu2YCp50AZnwNRM7X_WxSZMN1p1YotZ_CQMcGiyVhx-Et1rM0K4ckiGQzq2BVT-8paiEgNAOMfQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yg murah dan recommended untuk mahasiswa"""
"https://www.google.com/maps/place/Flow+and+Fit+Pilates+Marvel/data=!4m7!3m6!1s0x2dd7fb0015e2433b:0x76589c130d89c45e!8m2!3d-7.289131!4d112.7454349!16s%2Fg%2F11lcl98686!19sChIJO0PiFQD71y0RXsSJDROcWHY?authuser=0&hl=id&rclk=1","Flow and Fit Pilates Marvel","5,0","(2)","Studio Pilates","·","","PP6W+85V","","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYYHoqj114Aw3nhkVBEsPIuxLfiMTyxBNuuhKh8ffMCTcDMqeunvAcLyr_o37GRsZ3-wepWxc3D0VXAR9KazSYijldNQ1IS8Cl1b3_s5PtOB4I2pmltDFEePqRc31oLDXsuL6n=w80-h106-k-no","","","",""
"https://www.google.com/maps/place/Flash+Fitness+Royal+Plaza/data=!4m7!3m6!1s0x2dd7fb1196240917:0xdbef5ef2b92c4d02!8m2!3d-7.3090915!4d112.7338025!16s%2Fg%2F11t451v_gk!19sChIJFwkklhH71y0RAk0sufJe79s?authuser=0&hl=id&rclk=1","Flash Fitness Royal Plaza","4,3","(68)","Tempat Fitness","·","","Jl. Ahmad Yani No.16-18","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH3WE1t2vQbOw_n07_q2UMKYxU8FgGg0jzlAnsB_1ZZay69a5LTXwK1IGkntx5y0pdUQ82WUqm8NtnEOgzLvsy3Auws-0w3ZEbKQjN7287C37wk68_4Pp23A0hJPn2lcaYeiH_aig=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat Gym","nyaman, bersih, dan pelayanan baik."""
"https://www.google.com/maps/place/Ikoma+Fitness+Center+ITS/data=!4m7!3m6!1s0x2dd7fb88e852a74f:0x3e57fbc94b088fd1!8m2!3d-7.2838967!4d112.7917442!16s%2Fg%2F11l22cqmgc!19sChIJT6dS6Ij71y0R0Y8IS8n7Vz4?authuser=0&hl=id&rclk=1","Ikoma Fitness Center ITS","4,9","(28)","Tempat Fitness","·","","Campus ITS, Jl. Raya ITS No.60111","","Tutup","· Buka Sen pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHm8YUxE5CQVsQqWZC0c374m5rOHEc84PLZ3sBmbChtCuQj6JX0JccXPhU2EyN_SjSOmz8Z3IllVAARyiL8hk2QF6MefN4nVXNUaG57DWedLKNMJfbhxxOGMMWCKlK5sHSRUZCsTWmH6yri=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Membershipnya-pun murah dan worth lah sama experiencenya.""","",""
"https://www.google.com/maps/place/ReFIT+Gym+Jemursari/data=!4m7!3m6!1s0x2dd7fb0e2080cb97:0xa6aa35a4ea7a1f05!8m2!3d-7.3103657!4d112.7578894!16s%2Fg%2F11tjh8sbxl!19sChIJl8uAIA771y0RBR966qQ1qqY?authuser=0&hl=id&rclk=1","ReFIT Gym Jemursari","4,8","(164)","Tempat Fitness","·","","Jl. Raya Jemursari No.327","","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHELDWWIkKwDPBbc2RSep1W1jbCjiX0RGXZcORHGE4LLLC3gG_3RkKoxbKGtVCfPGIjvp3dsvJOYbO0_S86ngxRXwcymucJfHcBNiqeKLJidrmhh5PS1r2uBeHjeD-5IY2V-8AL=w164-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","dan toiletnya bersih, disediakan lap dan cairan disinfektan."""
"https://www.google.com/maps/place/Turangga+Strength+and+Conditioning/data=!4m7!3m6!1s0x2dd7fb1c40c5568d:0xe739a60c9f4cf533!8m2!3d-7.3201506!4d112.7587442!16s%2Fg%2F11c1xpd65v!19sChIJjVbFQBz71y0RM_VMnwymOec?authuser=0&hl=id&rclk=1","Turangga Strength and Conditioning","5,0","(38)","Tempat Fitness","·","","·","Tower AB, Metropolis Apartment, Jl. Raya Tenggilis No.127 3rd Floor","Tutup","· Buka Sen pukul 18.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAES5s7-rV0pUasogZqXwz6UTFkhY8eJ6hGHmtduwUnKRAPG8Ocbd7nEaBaCuUjRsp7RsfKIiYRqWMDQnv8jKNduf5K5z6KfACI6l9gCm-vFWsgDJS2FIn8ONxoprRIdufpBuMDIUA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","yang bersifat kelas tapi juga bisa request ngegym sendiri."""
"https://www.google.com/maps/place/Fitnessworks+Samator/data=!4m7!3m6!1s0x2dd7fb002bbc86b5:0xcc06b992f958ae24!8m2!3d-7.31106!4d112.7743367!16s%2Fg%2F11ww0jq5bg!19sChIJtYa8KwD71y0RJK5Y-ZK5Bsw?authuser=0&hl=id&rclk=1","Fitnessworks Samator","4,8","(236)","Klub Olahraga","·","","Jl. Raya Kedung Baruk No.25, RW.27","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG99aED1sfdViRbeW0urA1TVhbz1yGnc9AVdsi9SClNn_TcKseRbd4wMEjZiz_ixkMee_xFndi8aczNlvXDdWENL3Rde_GFwCPZYbD5wM3inU4UTfBZCUfszgDOoXhblkugQLTtEA15Uoin=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat Gym","nya luas banget, ada area fungsional nya juga."""
"https://www.google.com/maps/place/Homegym+Surya+Abadi/data=!4m7!3m6!1s0x2dd7fba151c847d9:0x8601f091fb84aa90!8m2!3d-7.302618!4d112.744486!16s%2Fg%2F11byttmxgh!19sChIJ2UfIUaH71y0RkKqE-5HwAYY?authuser=0&hl=id&rclk=1","Homegym Surya Abadi","5,0","(1)","Tempat Fitness","·","","Mangga Dua SBY, Blok B-10 No.9, Jl. Jagir Wonokromo","","Tutup","· Buka Sen pukul 09.00","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""dan kalau member brapa?""","",""
"https://www.google.com/maps/place/FIT+HUB+Graha+Pena/data=!4m7!3m6!1s0x2dd7fba555646565:0x8f4a7bc0bc3df9ac!8m2!3d-7.3200755!4d112.7314793!16s%2Fg%2F11t8gh7zkj!19sChIJZWVkVaX71y0RrPk9vMB7So8?authuser=0&hl=id&rclk=1","FIT HUB Graha Pena","4,7","(311)","Pusat kebugaran","·","","Gedung Graha Pena Lantai 1 Ruang 112, Jl. Ahmad Yani No.88","","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjQnF0aq6sZOezmbsdmxqkXJUPHWbBVcWfCi50_JuqbZNrmPAq3wVcB1FOFKPCUf4sR8C4Y0VIEFiag4pQK25DzshosyFRhpPDv5d-oWex71OKKeftSd2oJ3o9F8XaBe_qjq3C=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yang nyaman, luas, fasilitas lengkap, dan bersihh."""
"https://www.google.com/maps/place/Habit+Gym+Surabaya/data=!4m7!3m6!1s0x2dd7f9574fcd3c95:0x2c40c7e250cf38af!8m2!3d-7.2243119!4d112.7322346!16s%2Fg%2F11w2k3z_3t!19sChIJlTzNT1f51y0RrzjPUOLHQCw?authuser=0&hl=id&rclk=1","Habit Gym Surabaya","4,9","(46)","Pusat Kebugaran","·","","Perak Timur 148","","Tutup","· Buka Sen pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAyoFgC3bm_NN2-eLV0imYmnvn7awqnt17YDeRT3IKRIUADREPlLtwY9gfc6xwACzzCXTp6Qwmn7KvXZWcES0RVoKO2DKX-62Jq-0D-9TjXLs96sP1J23kDsnwuqans5hIwe-R1fZBzEXn=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","nya, nyaman & bersih."""
"https://www.google.com/maps/place/Fitness+Space+Surabaya/data=!4m7!3m6!1s0x2dd7f943cbb8221d:0x6201e81d947827ad!8m2!3d-7.2524679!4d112.7916518!16s%2Fg%2F11lyk6xwkd!19sChIJHSK4y0P51y0RrSd4lB3oAWI?authuser=0&hl=id&rclk=1","Fitness Space Surabaya","","","Tempat Fitness","·","","Pertokoan Kenjeran Indah, Jl. Kenjeran No.564-572","","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGsijrCMkpusMdLzfsFEfKYkdACIQ7l3G4v6_znHF02o8O9GJ6SLXhG2BWZguyTdpsQ9EvhG86js14Qy1Q_bsL56wKk9AiimyfoJUethV-51FiglSThqChfM59jTFRzkRZqo6sD=w92-h92-k-no","","","",""
"https://www.google.com/maps/place/FIT+HUB+-+Sumatera/data=!4m7!3m6!1s0x2dd7fb7f90bd5e49:0x2d6d93502cd7944f!8m2!3d-7.267295!4d112.750913!16s%2Fg%2F11pkk8ns7j!19sChIJSV69kH_71y0RT5TXLFCTbS0?authuser=0&hl=id&rclk=1","FIT HUB - Sumatera","4,6","(600)","Pusat kebugaran","·","","No.20-B, RT.010/RW.07 Jalan Sumatera","Buka","· Tutup pukul 21.00","","https://lh3.googleusercontent.com/p/AF1QipOBF2ns8XF0rrC4SC6EjtMF3TiZpB9a6hJhAfML=w160-h184-p-k-no","","","",""
"https://www.google.com/maps/place/FIT+HUB+-+Sumatera/data=!4m7!3m6!1s0x2dd7fb7f90bd5e49:0x2d6d93502cd7944f!8m2!3d-7.267295!4d112.750913!16s%2Fg%2F11pkk8ns7j!19sChIJSV69kH_71y0RT5TXLFCTbS0?authuser=0&hl=id&rclk=1","FIT HUB - Sumatera","4,6","(600)","Pusat kebugaran","·","","No.20-B, RT.010/RW.07 Jalan Sumatera","Buka","· Tutup pukul 21.00","","https://lh3.googleusercontent.com/p/AF1QipOBF2ns8XF0rrC4SC6EjtMF3TiZpB9a6hJhAfML=w160-h184-p-k-no","","","",""
