"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Cafe+Halaman/data=!4m7!3m6!1s0x2e68e6f83f1d2bdb:0x474b094dcdbe6779!8m2!3d-6.8853139!4d107.6118243!16s%2Fg%2F1tkrcb6y!19sChIJ2ysdP_jmaC4ReWe-zU0JS0c?authuser=0&hl=id&rclk=1","Cafe Halaman","4,3","(3.430)","·","$$","Restoran","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNtlJ0vre17bcTvXXjHmQVQgO_ukgMcl3kIwceqc2kARUfAJEMLTj2dJ_cPJlD6wGY-3_1GQKXNIXncEa_nu9KPHdfZpk73XwYnHMUuTBqjrkLUFZkT-vgFdxHjfBaR30XfUi6=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu","","","","","Jl. Tamansari No.92","makanan","& minuman cukup variatif, harga standar cafe, rasa standar."""
"https://www.google.com/maps/place/Loka+Lima/data=!4m7!3m6!1s0x2e68e64e3bc8bedf:0xda694b72ab1fa44b!8m2!3d-6.897841!4d107.613741!16s%2Fg%2F1hm4b8fds!19sChIJ377IO07maC4RS6Qfq3JLado?authuser=0&hl=id&rclk=1","Loka Lima","4,4","(297)","·","Rp 25–50 rb","Restoran","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbXJo7hmpAbmnS3ZFy5hteCKvb5pPD5EDbxXLHlPxpJvyApmSCzrLqkvXu6XG4hd3rA0EjnVyd5V4Yw7O4-cY3s9LkHRMV9rvM0rg2pI5-ml5O20sklhLLfON4QPc-dLnIbEdUOA=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya cozy bangeeet
Bubur ayamnya juaraaa
Nasi gorengnya enak bgt...""","","","","","Jl. Dipati Ukur No.5","",""
"https://www.google.com/maps/place/DAPUR+HAHAYAMAN+%28TALIWANG+NYAWANG%29/data=!4m7!3m6!1s0x2e68e65bd0b3e253:0x9bfe16063c2a446c!8m2!3d-6.8924456!4d107.6062383!16s%2Fg%2F11dyzc2tny!19sChIJU-Kz0FvmaC4RbEQqPAYW_ps?authuser=0&hl=id&rclk=1","DAPUR HAHAYAMAN (TALIWANG NYAWANG)","4,7","(42)","·","Rp 1–25.000","Nasi","·","·","Tutup","· Buka Sen pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE2ja0PJ3e8BI6gRgQfk7IjDOWuPqoDUnn6muvSqgufI3vJwN423HGnglRbPCAmMVjZDi6X0e2ddVxTMBjxR0KbcQX29lk58w7hLPMOyjqQczuJ_76CV5S2mfednsd_TynwcKg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Siip pokoknya""","","","","","depan MBA ITB, Jl. Gelap Nyawang","",""
"https://www.google.com/maps/place/One+Eighty+Coffee+and+Music/data=!4m7!3m6!1s0x2e68e650e167c1ab:0xdcc35bc2a4e6d1b1!8m2!3d-6.8938835!4d107.6124492!16s%2Fg%2F11cs125fcc!19sChIJq8Fn4VDmaC4RsdHmpMJbw9w?authuser=0&hl=id&rclk=1","One Eighty Coffee and Music","4,6","(9.187)","·","$$","Restoran","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpntCDeQ5zVf70LvionygijbFk5rQQ9H50tilhGn4ahUUkRGiyF3WEM01hNQ4_4jSsVlDCSI8F4OPGkjxsFTtPTFiKACXItCQWWuiGj6z8_WhODLNRCmqaXY4x6rXtlAyK8Cdv=w80-h100-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak enak, emang sangat pricey ya tapi worth it bgt.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjczEyNWZjYxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qzX3aZjaO6qfseMP0PHG0Qc&ei=qzX3aZjaO6qfseMP0PHG0Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Ganesa No.3","",""
"https://www.google.com/maps/place/Kedai+Koboi/data=!4m7!3m6!1s0x2e68e6507e51f6eb:0xe85958d5d31ad685!8m2!3d-6.8950059!4d107.609931!16s%2Fg%2F1pzrs6vbv!19sChIJ6_ZRflDmaC4RhdYa09VYWeg?authuser=0&hl=id&rclk=1","Kedai Koboi","4,5","(344)","·","Rp 1–25.000","Kafe","·","·","Buka","· Tutup pukul 02.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGig76a-DJq7kpP8wi26ij92kFlPjCetB-B2UWjYfOvNqaccUZuDzGBVhrCW8ejR0-TFcG3lJxp5sDCkXN_T5wKkit42QYmi9mBH3RryLaU5xrwu15e4wYIkjywBXCaTT-fM9AI=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Saya pesan nasi ayam sama bakmie goreng, buat sambelnya pedes banget sih.""","","","","","Jl. Gelap Nyawang","",""
"https://www.google.com/maps/place/Angkringan+Mas+Jo/data=!4m7!3m6!1s0x2e68e65a86c04d73:0x4c1e37cc2374e8f4!8m2!3d-6.8949581!4d107.6092528!16s%2Fg%2F11cjp534x2!19sChIJc03AhlrmaC4R9Oh0I8w3Hkw?authuser=0&hl=id&rclk=1","Angkringan Mas Jo","4,6","(1.044)","·","Rp 1–25.000","Jawa","·","·","Buka","· Tutup Sen pukul 12.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFoDW0D8RyzPn9K8JmsnkyWukResUbRy3hx9QTpMlhDvtkhyoCz7mVEvH6fzm_FMn07NCUN1Jkxa_FxTXAAOAY7Sc6KK4H0-MF9s40jtuIwZVefPgg6VZayWOBQ9fC7vv8eOIw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, saran aja untuk menu sate satean yg tidak pedas.""","","","","","Jl. Gelap Nyawang No.3","",""
"https://www.google.com/maps/place/Bright+Cafe/data=!4m7!3m6!1s0x2e68e656e2b36fff:0xc8b943320c526c79!8m2!3d-6.890208!4d107.6128314!16s%2Fg%2F11b60vb43d!19sChIJ_2-z4lbmaC4ReWxSDDJDucg?authuser=0&hl=id&rclk=1","Bright Cafe","4,5","(315)","·","Rp 25–50 rb","Kafe","·","Jl. Ir. H. Juanda No.139","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFna7eJJIUcG7f0JAKI7GRCXz7IEFRuFKK979MvXsU5CQKhVBX6NYj7iQDX-WevEzovSbJ3hmLzVGCK3kxtVPzfqh9kogvhQe-MBQDujUw9O-C5SCk65G0OTJe8f4gG9zIU5gib=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya cukup nyaman,bersih bersih pula, coffe nya juga enak enak.""","","","","","","",""
"https://www.google.com/maps/place/Garden+Coffee+Bandung/data=!4m7!3m6!1s0x2e68e6fc6d9b2155:0x9b228e028efe3e0e!8m2!3d-6.8951759!4d107.6113515!16s%2Fg%2F11hd7mb_5j!19sChIJVSGbbfzmaC4RDj7-jgKOIps?authuser=0&hl=id&rclk=1","Garden Coffee Bandung","4,6","(949)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Ciungwanara No.10 A","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAERjnZzOZ4hSNHg51-D5ZbIuNU1qvsB3EvUr6xB_ZMg2p7jx91isXJ9FIhOXFkvOdVzRQbW9LPF2vO2ymmaOiObj6upBU0JWqegH7aj_dC56gWO52_A8Mi8GJ1bidQp9_ZxbDNhPA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enakk, affordable price""","","","","","Kedai kopi nyaman dengan meja outdoor","",""
"https://www.google.com/maps/place/Kedai+Nyantap/data=!4m7!3m6!1s0x2e68e79baf070d33:0x504c13edd1c9cff6!8m2!3d-6.8948602!4d107.6102694!16s%2Fg%2F11t_tp2gw4!19sChIJMw0Hr5vnaC4R9s_J0e0TTFA?authuser=0&hl=id&rclk=1","Kedai Nyantap","4,9","(27)","·","Rp 1–25.000","Indonesia","·","Jl. Gelap Nyawang No.12","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFW2KdHfrjU4d3MP-tt5Gegjr7uXm79mCS42cuCnNR9bgzh04XX4Lqva1RwalxLsxTmuIolRjnm2TLWZBXsfcFOsl9IVxXdN5Al3VB8NWqtZygzqcUYWrgHBsmTg1ojQzitOwjlsg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap tmpt nya Bersih","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0X3RwMmd3NBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qzX3aZjaO6qfseMP0PHG0Qc&ei=qzX3aZjaO6qfseMP0PHG0Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","makanan","nya enak harga nya sangat terjangkau"""
"https://www.google.com/maps/place/Simba+Cafe+Bandung+Zoo/data=!4m7!3m6!1s0x2e68e7000eec38a5:0xf1448a75e13fb1db!8m2!3d-6.8902877!4d107.6067854!16s%2Fg%2F11w1qnlhkw!19sChIJpTjsDgDnaC4R27E_4XWKRPE?authuser=0&hl=id&rclk=1","Simba Cafe Bandung Zoo","4,8","(25)","·","Rp 25–50 rb","Restoran","·","4J54+VPM, Jl. Kebun Binatang","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGEeVaWWU9VVGofAKwHWF_wAncsHaWlHx2XS7WpsUP8cpfJe8vQOddnyJYVhIgFFaoKprlLexmQzuvkd6lBMhPJ89EKKgCQjmM5R3LvjI_veAQrmH5kCNcbxjASoiMFl74OFm-P=w128-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada juga paket gulai kambing yang cukup gurih dan enak.""","","","","","","",""
"https://www.google.com/maps/place/MMBS+%28Mari+Merangkai+Bunga+Seroja%29/data=!4m7!3m6!1s0x2e68e7c439b9644d:0x47b25441d8bbfa8!8m2!3d-6.895995!4d107.6079666!16s%2Fg%2F11w1qcqdm8!19sChIJTWS5OcTnaC4RqL-LHUQlewQ?authuser=0&hl=id&rclk=1","MMBS (Mari Merangkai Bunga Seroja)","4,8","(60)","","","Indonesia","·","Jl. Pelesiran No.28","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFurlN4fc03z_-sOgV4hbkVYSQc2qqiD2Az_6bPm0g6VoEf6DICpyuIYtWlLIFCTlOBW7ctS_SoF7ocdXbTP_qBqiovV72J9NKvMX28odHmq9x8TZKH4-_B-MnUtqIK37IVOfPU5U5PQBK=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Semua makanannya punya cerita dan rasanya on point.""","","","","","","",""
"https://www.google.com/maps/place/Pempek+Ny.+Kamto+Ciwalk/data=!4m7!3m6!1s0x2e68e65b9a940597:0x4abfc794b5cbfd4e!8m2!3d-6.8938304!4d107.6054249!16s%2Fg%2F11g079hbcn!19sChIJlwWUmlvmaC4RTv3LtZTHv0o?authuser=0&hl=id&rclk=1","Pempek Ny. Kamto Ciwalk","4,6","(166)","·","Rp 25–50 rb","Pempek","·","Cihampelas Walk, Jl. Cihampelas No.160 Lt. 1 Unit I-10","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhj4XGGBTAVoVbRlFy7vtpoTC9d6pfjc-xy0YLBqVkQMpZTFRSVexWKXGTwdkTIpBoxAU9If8OS2Gc-Q32zhNE-nTNMgpiR86naYsm-MM5q8lrilHbrwkoeThjUgsa1tEzGe47=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, aku pesen mix pempek 28k dan es kacang merah.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnMDc5aGJjbhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qzX3aZjaO6qfseMP0PHG0Qc&ei=qzX3aZjaO6qfseMP0PHG0Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Warnas+Prancis/data=!4m7!3m6!1s0x2e68e6507c2f92d3:0x9c5d4c9e4c4a58fe!8m2!3d-6.8948994!4d107.6102608!16s%2Fg%2F11btln6_38!19sChIJ05IvfFDmaC4R_lhKTJ5MXZw?authuser=0&hl=id&rclk=1","Warnas Prancis","4,8","(22)","·","Rp 1–25.000","Sunda","·","Jl. Gelap Nyawang No.3","Tutup","· Buka Sen pukul 02.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwtnOOXL8X5zUTzf6-hr54plX-DR1RyUUFrSqXNQjUZQzB2XXeykJdXB0sv3lUAWJtkPycG3G9uMw2_tuEY6aHruUDEjRTSerfRtZ3MGTg6UtX2x-aioqU-JsEy2he5qxbairK=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","","","makanan","favorit saya saya kuliah 25 tahun yang lalu"""
"https://www.google.com/maps/place/Dapur+DH/data=!4m7!3m6!1s0xa273c04c163e2e5b:0x50ca6b9315c3640!8m2!3d-6.8947167!4d107.6100611!16s%2Fg%2F11mt5sh471!19sChIJWy4-FkzAc6IRQDZcMbmmDAU?authuser=0&hl=id&rclk=1","Dapur DH","5,0","(4)","","","Indonesia","·","Jl. Gelap Nyawang","Tutup","· Buka Sen pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEchMxHaNf_f-PQrYJ5JMZ2upOiC07BbwIkjHlgndfF4175kfa7cMJx3aJpHkVs-3pOfyatzs-ePH2zGrmOnqZTdn-X3kyasfoe7NztpoLRCI8aXJ2kFTH99wd_f-EpVHh30QQVzzVoR67Z=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak2, harganya terjangkau pula... Mantapssss 👍""","","","","","","",""
"https://www.google.com/maps/place/Nasi+Uduk+Ayam+Bakar+86/data=!4m7!3m6!1s0x2e68e650e377b1a1:0xb31f167aeb15c571!8m2!3d-6.8939875!4d107.6123353!16s%2Fg%2F11dxkx4p8z!19sChIJobF341DmaC4RccUV63oWH7M?authuser=0&hl=id&rclk=1","Nasi Uduk Ayam Bakar 86","4,8","(11)","","","Ayam","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHppssV0ulmjxRa5kTJz5M-jH_GONXjoDbP0BjJAq6iF-5m90kfgZpCZ0ZU5PwptnTG9KgUJ2tKrWahGBQtN8UXLNDHMVT6DV4pAtmf7RDKhKPWTu5i66Nrhvf-R7J0aqa1Wygi=w110-h92-k-no","","Makan di tempat","","","","","Jl. Ganesa No.5","Bawa pulang",""
"https://www.google.com/maps/place/Kisah+Manis+Dago/data=!4m7!3m6!1s0x2e68e7dc4cbf2303:0x99485828c5ac45f4!8m2!3d-6.895273!4d107.6131165!16s%2Fg%2F11sf43bnrz!19sChIJAyO_TNznaC4R9EWsxShYSJk?authuser=0&hl=id&rclk=1","Kisah Manis Dago","4,9","(6.041)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Ir. H. Juanda No.98","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-ztRbOPMooYQqQScQ1etwQXgtq73v3Glw5nBEm6BoalSDxpWMu7UVi08mbHKTFhTZY0bMBGx7HvUjdjgcK081fObkdwkk-_-6RT1klxnx5vL4hsgl4aDRTAkqPT5MenRhslsXdP4teWA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzZjQzYm5yehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qzX3aZjaO6qfseMP0PHG0Qc&ei=qzX3aZjaO6qfseMP0PHG0Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","makanan","nya enak enak servicenya bagus, tempatnya juga instagramable"""
"https://www.google.com/maps/place/Kedai+roti+ibu+saya/data=!4m7!3m6!1s0x2e68e7dbe7be4003:0x50cbd45a746b54f0!8m2!3d-6.8977466!4d107.6099555!16s%2Fg%2F11l6zhb7f6!19sChIJA0C-59vnaC4R8FRrdFrUy1A?authuser=0&hl=id&rclk=1","Kedai roti ibu saya","3,5","(1.096)","·","Rp 1–25.000","Restoran","·","Jl. Tamansari No.66","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZMqFIaJtG2OS6VNW0KtztOPUQrnDnf9C3YMTDdo9JqYmJi9wi_ik-DXaL_AED-eQUir2ZU7SXp3ogzbZo4eTSrsr9EzGGq4pYPN0PnMeHrcZ7Rx0eenDJaIbHUsDzDq3HAcbB=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terlebih karena harganya sangat terjangkau, makanannya juga enak-enak.""","","","","","","",""
"https://www.google.com/maps/place/Nasi+Goreng+Baso+Sedap+Malam/data=!4m7!3m6!1s0x2e68e650e7b58a09:0xeb759abb4ebb693e!8m2!3d-6.8948563!4d107.6102896!16s%2Fg%2F11c6rg89ty!19sChIJCYq151DmaC4RPmm7Truades?authuser=0&hl=id&rclk=1","Nasi Goreng Baso Sedap Malam","4,6","(58)","·","Rp 1–25.000","Nasi Goreng","·","·","Buka","· Tutup pukul 01.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHuNalkfYvBhtaXv7DXUIaSKsxfms_5m9N9R70j8Ho8-0jo-rVOF_S6FxrzpPww3Jc04or1JWerL_a0ngKrNV7GpV1dva6nkr7pOtMo0veFAgs5Y2qYBoryanHXUudy4YhKPw-A=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi suwir terenak, harga murah porsi banyak dan bisa free flow kerupuk 🤩""","","","","","Jl. Ganesa","",""
"https://www.google.com/maps/place/Warung+Koko+Gelap+Nyawang/data=!4m7!3m6!1s0x2e68e7fc600869c7:0xcda45d3818126989!8m2!3d-6.8950712!4d107.6094181!16s%2Fg%2F11ywks7qs6!19sChIJx2kIYPznaC4RiWkSGDhdpM0?authuser=0&hl=id&rclk=1","Warung Koko Gelap Nyawang","5,0","(5)","","","Toko Kelontong Asia","·","Jl. Gelap Nyawang No.P12","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGmbA0ShYxhPZeSQ9pbKgiNpvkEUXg9-8yfYghok6lqKoTfHVuGWPT6mc_ueNJJEvBbesh8BuoB4xlvAtTGycRyiCQECC-hC43aXAoF9gpJu_BByAMYvOm9ax_JXhtAGCRp4wfuQrzmZA6=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak dipake nongkrong, Owner Outlet sangat Ramah""","","","","","","",""
"https://www.google.com/maps/place/Dapoer+MIMOVA/data=!4m7!3m6!1s0x2e68e7527339001d:0x6f196ce59db723d4!8m2!3d-6.897831!4d107.6078001!16s%2Fg%2F11v5glszf8!19sChIJHQA5c1LnaC4R1CO3neVsGW8?authuser=0&hl=id&rclk=1","Dapoer MIMOVA","5,0","(2)","","","Manado","·","Jl. Kebon Bibit No.10","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGx78OSIiqUUcm5dPerHC3akoxV8Q3J2nVceZIHF0ni47uyHZtGcRsI8jDi1R5kVq8cKATkfsPri8eZ5NlBEiNPVpLpFZzMhKUbc1RqzRXhfpO9wSbOOQZsbJ6O-j_yD8VRJ_M5=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Wuennakkkk edann ayam wokuu and nasi bakar cakalang""","","","","","","",""
"https://www.google.com/maps/place/KOZI+Coffee+Dipatiukur/data=!4m7!3m6!1s0x2e68e77190fdd037:0x5ebb5f9ac87360cf!8m2!3d-6.898163!4d107.6133243!16s%2Fg%2F11hsb478ld!19sChIJN9D9kHHnaC4Rz2BzyJpfu14?authuser=0&hl=id&rclk=1","KOZI Coffee Dipatiukur","4,7","(488)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7x9q0Z7E5O7ZViNQ69QT3TOeZnAVTcvi5npvHNcn9fBF3g0shbNn6ki0Z4sD0fP1f5FA5ZdPkTnzq6RUpWmsnm315eOL9BfT3EglE0oiHHFKWrKuhzGNoQUReELkHI3sEm8Wb=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ramennya enak, coklatnya creamy, tempatnya cozy""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoc2I0NzhsZBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=rTX3aYKZIduhnesPgqnq2AQ&ei=rTX3aYKZIduhnesPgqnq2AQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Dipati Ukur No.1","",""
"https://www.google.com/maps/place/Pizza+Place/data=!4m7!3m6!1s0x2e68e7a20d4debcd:0xb152f19603e9585a!8m2!3d-6.8924793!4d107.6127061!16s%2Fg%2F11fr753ztg!19sChIJzetNDaLnaC4RWljpA5bxUrE?authuser=0&hl=id&rclk=1","Pizza Place","4,7","(1.167)","·","Rp 25–50 rb","Pizza","·","Jl. Ir. H. Juanda No.113","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHIzPjHZuJ77OuMC5PKV66y2LB6_iCXlf26ZfLSSVZN8AQ10Kmk_XSRSbvyh9cxtNNokJ4XypZnwn6mJ5wIBQacPCIcRfS03S3mLhAjp2MFbCE8RGWQ_2O2GxSFDDhprc-wD11jXQ=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa pizza nya enak, empuk, walaupun tipis tapi tetep crispy luarannya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmcjc1M3p0ZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=rTX3aYKZIduhnesPgqnq2AQ&ei=rTX3aYKZIduhnesPgqnq2AQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Restoran pizza dengan pesan di konter","",""
"https://www.google.com/maps/place/KulinerMurahBandung/data=!4m7!3m6!1s0x2e68e7a5c158447b:0x6f9df679955f706a!8m2!3d-6.8956942!4d107.6070703!16s%2Fg%2F11txpg36dn!19sChIJe0RYwaXnaC4RanBflXn2nW8?authuser=0&hl=id&rclk=1","KulinerMurahBandung","5,0","(2)","","","Toko Makanan","·","Jl. Pelesiran No.I no. 18","Segera tutup","· 19.00 · Buka Sen pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxAu83xTiwb1Koi8XqsDqqXrVtliUtYYxmAVIY_uezNC-1mlUQGFCq01yT_Ce3yQ56Uo7hZetF24Y5eLzunx5xQmDXOHVMZj_kXF7CJG1LgeDhNcR7BSyKyeuBniN0xCyETIQ=w80-h97-k-no","","Makan di tempat","","","","","","Bawa pulang",""
"https://www.google.com/maps/place/Nuesara+Coffee+%26+Habitual/data=!4m7!3m6!1s0x2e68e7432d380281:0x2f17fa5105c028bc!8m2!3d-6.8952377!4d107.6113116!16s%2Fg%2F11lv1xkdc9!19sChIJgQI4LUPnaC4RvCjABVH6Fy8?authuser=0&hl=id&rclk=1","Nuesara Coffee & Habitual","4,9","(940)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Ciungwanara No.10A","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHf4K5X9o3aU-knfdCn4kGxc6IojBN39_TIHS-I26WzWrBFuRi4dFVnxMMWfXJ3cwX6mcZuJTE8iW8UKUlaiPqCxP14mFONUF_kdRZ6Czx_A1wz42vEMKvLEhd6XBe-H1hmr4-5qUZxJqTE=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsdjF4a2RjORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=rTX3aYKZIduhnesPgqnq2AQ&ei=rTX3aYKZIduhnesPgqnq2AQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","makanan","Murah, rasa nikmat, ambience enakeun buat berlama lama."""
"https://www.google.com/maps/place/Kartika+Sari+Dago/data=!4m7!3m6!1s0x2e68e64fd413b4b3:0xe0b4c516e6e5789a!8m2!3d-6.8974761!4d107.6122326!16s%2Fg%2F11cmc42j9d!19sChIJs7QT1E_maC4Rmnjl5hbFtOA?authuser=0&hl=id&rclk=1","Kartika Sari Dago","4,6","(3.965)","·","$$","Toko Roti","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1v1AbaBcE7KV8mEANmNo8j8LnSG-b182EXjmCIhYDfzXlnkj6N0UwR8nBa_GHOu3WFRnLf664Fqw2PdLNthsfXYf5hUPy6Z1U99CJLQPXyqWJJ4mQy07xDrpHD0rYcTUjFH1MRg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak-enak semua, walaupun harga agak tinggi tapi worth it.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjbWM0Mmo5ZBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=rTX3aYKZIduhnesPgqnq2AQ&ei=rTX3aYKZIduhnesPgqnq2AQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Ir. H. Juanda No.85-87","",""
