"hfpxzc href","qBF1Pd","W4Efsd","Cw1rxd","R8c4Qb"
"https://www.google.com/maps/place/Mahawarman/data=!4m7!3m6!1s0x2e68e64ddab84b75:0xa679a1eda051a87e!8m2!3d-6.89894!4d107.6163!16s%2Fg%2F11ypmtm637!19sChIJdUu42k3maC4RfqhRoO2heaY?authuser=0&hl=id&rclk=1","Mahawarman","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Daikin/data=!4m7!3m6!1s0x2e68e6f6ebd9b959:0xb5c7b368310a561f!8m2!3d-6.88354!4d107.60566!16s%2Fg%2F11td4kccg2!19sChIJWbnZ6_bmaC4RH1YKMWizx7U?authuser=0&hl=id&rclk=1","Daikin","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Depan+Spbu+Dipatiukur/data=!4m7!3m6!1s0x2e68e6543dfecd53:0xe5a34d155e0832d3!8m2!3d-6.89062!4d107.6167!16s%2Fg%2F11x6t62n5k!19sChIJU83-PVTmaC4R0zIIXhVNo-U?authuser=0&hl=id&rclk=1","Depan Spbu Dipatiukur","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Bandung+Indomaret+Cihampelas+198/data=!4m7!3m6!1s0x2e68e659492e90f9:0xca851eee99ce6e36!8m2!3d-6.8914001!4d107.6043!16s%2Fg%2F11xlh1g2zc!19sChIJ-ZAuSVnmaC4RNm7Ome4ehco?authuser=0&hl=id&rclk=1","Bandung Indomaret Cihampelas 198","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Bandung+Outlet+Dipatiukur/data=!4m7!3m6!1s0x2e68e656099b8521:0x9f986a6b35f479b7!8m2!3d-6.887733!4d107.615454!16s%2Fg%2F11yc87d9z2!19sChIJIYWbCVbmaC4Rt3n0NWtqmJ8?authuser=0&hl=id&rclk=1","Bandung Outlet Dipatiukur","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Cititrans+Dipati+Ukur/data=!4m7!3m6!1s0x2e68e65413f65635:0x4a8618e8acdfc107!8m2!3d-6.890961!4d107.616783!16s%2Fg%2F11x_9746tv!19sChIJNVb2E1TmaC4RB8HfrOgYhko?authuser=0&hl=id&rclk=1","Cititrans Dipati Ukur","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Panatayuda+B/data=!4m7!3m6!1s0x2e68e64de4f1861f:0x3d1ceccbf3f9c37!8m2!3d-6.89786!4d107.6161!16s%2Fg%2F11s7_53gcl!19sChIJH4bx5E3maC4RN5w_v8zO0QM?authuser=0&hl=id&rclk=1","Panatayuda B","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Simpang+Lamping/data=!4m7!3m6!1s0x2e68e65f5cebad17:0xba267fe9935418b7!8m2!3d-6.88786!4d107.60256!16s%2Fg%2F11tfp6fqdv!19sChIJF63rXF_maC4RtxhUk-l_Jro?authuser=0&hl=id&rclk=1","Simpang Lamping","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Setia+Budhi/data=!4m7!3m6!1s0x2e68e6f46d4141af:0xf2b6700407ddc92f!8m2!3d-6.8829003!4d107.6022653!16s%2Fg%2F11b6gcttr7!19sChIJr0FBbfTmaC4RL8ndBwRwtvI?authuser=0&hl=id&rclk=1","Setia Budhi","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Dipatiukur+Indomaret+Dpn+Unikom+Bandung/data=!4m7!3m6!1s0x2e68e6560ba1ccbb:0x639919c8f16adfb8!8m2!3d-6.88794!4d107.61534!16s%2Fg%2F11x88lv6nf!19sChIJu8yhC1bmaC4RuN9q8cgZmWM?authuser=0&hl=id&rclk=1","Dipatiukur Indomaret Dpn Unikom Bandung","Perhentian bus","","Rute"
