"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","M4A5Cf","ah5Ghc 2"
"https://www.google.com/maps/place/Lakona+Koffie+Dago/data=!4m7!3m6!1s0x2e68e73d526152fb:0x72ffbd27c07bfd5e!8m2!3d-6.8899393!4d107.6135832!16s%2Fg%2F11q2syc91_!19sChIJ-1JhUj3naC4RXv17wCe9_3I?authuser=0&hl=id&rclk=1","Lakona Koffie Dago","4,4","(9)","","","Kedai Kopi","·","Jl. Ir. H. Juanda No.126b, RT.02","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcoSQigJBfN0ALFmJTHDI8NoRSWa5k5xQ_5yZm1bddYIThFzuKlgQJXYtxCjvPlF-QY4HMusxCC5kSlONORKb6PDqDvXzDWlEc_IlrA3m5vTOBGmqvz9bjrLDHSgIqIW05qeTtOw=w154-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Minumannya enak dan pelayanannya bagus.""","","","","",""
"https://www.google.com/maps/place/kios+pak+aan/data=!4m7!3m6!1s0x2e68e7006f512e67:0x5ae8760e70679438!8m2!3d-6.8970202!4d107.610697!16s%2Fg%2F11mcl8dc97!19sChIJZy5RbwDnaC4ROJRncA526Fo?authuser=0&hl=id&rclk=1","kios pak aan","4,5","(2)","","","Kedai Kopi","·","Jl. Badak Singa","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-QAptZd41GvfvFZg1jmnr9umiotyvezmpcZDT1AmgAjUfSxSKkt1IJYlyD-K04zFLmY9VbQLfrMg5owJRx34iW7zxY4-rFkyfJ4eeW6OV59mcLhMUUqvhA1hL2ww0UPIXUI-T1Q=w163-h92-k-no","","Makan di tempat","","","","",""
"https://www.google.com/maps/place/Kedai+99/data=!4m7!3m6!1s0x2e68e7233a2f66db:0xab792110c8468202!8m2!3d-6.889815!4d107.6133923!16s%2Fg%2F11rkg4jrr0!19sChIJ22YvOiPnaC4RAoJGyBAheas?authuser=0&hl=id&rclk=1","Kedai 99","4,0","(1)","","","Brunch","·","Jl. Dago No.126","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K4hgnjpIcAhsY2hBzN8CkQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=78.70683&pitch=0&thumbfov=100","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Kedai+Mang+Ade/data=!4m7!3m6!1s0x2e68e7b9ac65bb67:0xbc53a0709ed61a0c!8m2!3d-6.8854663!4d107.6061746!16s%2Fg%2F11sk8_qc6_!19sChIJZ7tlrLnnaC4RDBrWnnCgU7w?authuser=0&hl=id&rclk=1","Kedai Mang Ade","5,0","(1)","","","Brunch","·","Jl. Siliwangi Dalam 3 No.29, RT.08/RW.01","Segera tutup","· 19.30 · Buka Sel pukul 05.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFse2YeNSEbzCFn7UFOaOx8GJ6rQd1S--rlmWi-aKJnzahKpPK2rRV1qAYWH-hXoLbdVXBpkGzjq-AbmTF4-Bg79iea68NkMAIQBJ55Yg3JrF1zQDm1KogaIk3rPiG80IRHLCvQbQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan nya enak enak .. Dan murah meriah...""","","","","",""
"https://www.google.com/maps/place/ShiGer+Euy!!/data=!4m7!3m6!1s0x2e68e70028cafd1b:0xf75c87ab71ab3f1a!8m2!3d-6.8978699!4d107.6124472!16s%2Fg%2F11xyz1f2xv!19sChIJG_3KKADnaC4RGj-rcauHXPc?authuser=0&hl=id&rclk=1","ShiGer Euy!!","5,0","(4)","","","Kedai Kopi","·","Jl. Ir. H. Juanda No.81","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG87W-Be2PwlGKGWv0p6_9VJUbD9UIFf_SqpcWzvh-yMsAfv554v4CpKDrcDXNgn_LkbNjktY_D6g-i_A4Sa0PxzL3dVK0R8EOGZboTirAtEkrPjQJsGXOcmz1-bq3mefjBfKDPFI1Bnt1B=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sushi dan burgernya enak harga merakyar""","","","","",""
"https://www.google.com/maps/place/Kedai+Dubar/data=!4m7!3m6!1s0x2e68e7cdeb5da3fd:0xf9f745a371b80a9d!8m2!3d-6.9056357!4d107.6096715!16s%2Fg%2F11lnvdsnfw!19sChIJ_aNd683naC4RnQq4caNF9_k?authuser=0&hl=id&rclk=1","Kedai Dubar","4,9","(84)","·","Rp 50–75 rb","Restoran","·","·","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvow_FupkeTTBnnyeCSTgNa8vnbd0kiDUz7FeRnQSFebC1H5KNF7L3xDMJ5akHlLSzzUBhagiBUhFTqTQeo4ncCVagHY2NnjLZ_K2XWpJoh5Qt4Zg0715dXuNVAZhgvV6J4ZfC0bJwIOs=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kue tiau dan nasi gorengnya dgn chinese sausage (lap chiong) top banget.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsbnZkc25mdxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=jjX3aajaOJ-hseMPnqyvuQI&ei=jjX3aajaOJ-hseMPnqyvuQI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/99+kedai/data=!4m7!3m6!1s0x2e68e7d7aebd281d:0x493374532a505606!8m2!3d-6.8873225!4d107.6340142!16s%2Fg%2F11n0lq_bb9!19sChIJHSi9rtfnaC4RBlZQKlN0M0k?authuser=0&hl=id&rclk=1","99 kedai","4,8","(188)","","","Kedai Kopi","·","Jl. Cukang Kawung No.59A, RT.02/RW.01","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEb5LvE2mNSTmSV2lJmLECWf_6NoH6skxoDJ9oALdjdcP89Ov182zMg8u2xTifc3WjAi9hcjLmyHh1QJwcLcKseoGmph-N6_eiZAe-29ghbVCH469cl2uWrZx2eqhIRkFMrnQbB=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak dan nyaman""","","","","",""
"https://www.google.com/maps/place/Waroeng+Nusa+Sari/data=!4m7!3m6!1s0x2e68e65aea768495:0x5b4e0688e27f20dd!8m2!3d-6.8961273!4d107.6079471!16s%2Fg%2F11c2095ptc!19sChIJlYR26lrmaC4R3SB_4ogGTls?authuser=0&hl=id&rclk=1","Waroeng Nusa Sari","4,0","(2)","","","Kedai Kopi","·","Jl. Pelesiran No.26","Buka 24 jam","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x54HOVZSWd_-x87hexK8mA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=208.55061&pitch=0&thumbfov=100","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Veskopling/data=!4m7!3m6!1s0x2e68e7137ebd008f:0xd045d8f9bd37ba1e!8m2!3d-6.8895669!4d107.6135141!16s%2Fg%2F11vhtmq9n4!19sChIJjwC9fhPnaC4RHro3vfnYRdA?authuser=0&hl=id&rclk=1","Veskopling","5,0","(2)","","","Kedai Kopi","·","Jl. Ir. H. Juanda No.145","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_mayiEJdcJ7WMCN_0ONNgnxpMnrLEjWegTDuBjWiz0vszt2_9Iuzy8xcWENpkYdFiTe3a9f3zBoJGIp9mx3ly3KdbEVpgxwTeak9hCi4Iu18lvzUmLl0GE09nZ1GWL811y4o=w122-h92-k-no","","Makan di tempat","","","","·","Ambil di tepi jalan"
"https://www.google.com/maps/place/Mitul+Ateu/data=!4m7!3m6!1s0x2e68e775b176a23b:0x222910f8cc18ba1c!8m2!3d-6.8939676!4d107.6083327!16s%2Fg%2F11y4ls7y9k!19sChIJO6J2sXXnaC4RHLoYzPgQKSI?authuser=0&hl=id&rclk=1","Mitul Ateu","5,0","(2)","","","Kedai Kopi","·","4J45+C88","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvAm9a-Pr2UBDX4LdNMvlAMkB7UnmSXWWR143UoBbQnXRb780l_1m6xalAgoDKGiJ9x51-tUZgMVJnuQjrOaR545XtF2mb97lQVrJdpFzvS-sBJAxdv87YnXoftBK4f9eFLY8I=w163-h92-k-no","","Makan di tempat","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5NGxzN3k5axgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=kDX3aaXHHsLWseMP1Nq5MA&ei=kDX3aaXHHsLWseMP1Nq5MA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Warkopmindo+TIKUM/data=!4m7!3m6!1s0x2e68e7d5cf4a1187:0xd60da22eccabebb8!8m2!3d-6.8948554!4d107.6107117!16s%2Fg%2F11y69b06t7!19sChIJhxFKz9XnaC4RuOurzC6iDdY?authuser=0&hl=id&rclk=1","Warkopmindo TIKUM","5,0","(5)","","","Kedai Kopi","·","Jl. Gelap Nyawang Ruko Bawah No.4B","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEruXqTQ6_3Yeau6I6WdZfqLvtc3C6t0XBPjKXJElIhJC2tZoC70ctXBDdEUTcdGFT_UGfNOBsz7SwGALTVnuVV2l0ka3RxhhC8Xm9H9v6KCU2A-Z1DVuXFgxJ3DqveKaXVunEf=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recommended banget jajan dsni, murmer enak lagi""","","","","",""
"https://www.google.com/maps/place/Call+Me+Bro+Slow+Bar+%E2%80%94+Homebase/data=!4m7!3m6!1s0x2e68e78eac9486e9:0x7ed8af358282a153!8m2!3d-6.8864157!4d107.6123303!16s%2Fg%2F11vr43mtxg!19sChIJ6YaUrI7naC4RU6GCgjWv2H4?authuser=0&hl=id&rclk=1","Call Me Bro Slow Bar — Homebase","5,0","(197)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Sumur Bandung No.6","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlj-ygeHqY6JnhWB3ZrQhvGkFuDckdFAQDW4s8UPHbv_tPernxuwQLdfI1fTYzZfPdrsdJ5tFnJkpwG2moWWKMeReZmzyi_vwFRXlVKatg2Ijq74SokUO8C2bRfJt56JS0Ex13eQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopinya enak, donatnya enak, dan tempatnya enak bgt adem nyaman sejuk""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2cjQzbXR4ZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=kDX3aaXHHsLWseMP1Nq5MA&ei=kDX3aaXHHsLWseMP1Nq5MA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Mezza-9+Coffee/data=!4m7!3m6!1s0x2e68e70027a98d99:0x7b95a76b3ec517d7!8m2!3d-6.884932!4d107.6106705!16s%2Fg%2F11wflm3vj5!19sChIJmY2pJwDnaC4R1xfFPmunlXs?authuser=0&hl=id&rclk=1","Mezza-9 Coffee","4,9","(19)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Siliwangi Dalam No.7, RT./RW/RW.04","Tutup","· Buka Sab pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGQEYWWsOVAe0K-7lbKHhsUOxHFkmikmIwhCfUUZlWsDoezPxIOHfkq7uzCYlhQoigIfMlWjJpiHpu7QqNfDh2Mt4aTI0vrrlswM8cT45b8vrIl2fpgyqwxo2Immd2r0oc3StcC2M6pc_S=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopinya enak, harganya murah 👍🏻👍🏻👍🏻""","","","","",""
"https://www.google.com/maps/place/Noah%27s+Barn/data=!4m7!3m6!1s0x2e68e6562c79e6b3:0xb0cee12d0c494466!8m2!3d-6.8870532!4d107.6127593!16s%2Fg%2F11b7k5b3yg!19sChIJs-Z5LFbmaC4RZkRJDC3hzrA?authuser=0&hl=id&rclk=1","Noah's Barn","4,6","(6.103)","·","$$$","Kedai Kopi","·","Jl. Dayang Sumbi No.2","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHy9uedz6iDsCeb5EWRCq_o8tvivmi-IRsH83oe5d5bqhfyDyQcHAV4EIeAGZuhj5NpuyzrN3R2SGMVlmcdI_XaR996oksA-D4RMh1f7G4btBt7QTy3y2eXZ3zOWOERuosp0TO4=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan enak, yg spesial teh lecinya panas 😍 toilet bersih ada musola""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiN2s1YjN5ZxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=kDX3aaXHHsLWseMP1Nq5MA&ei=kDX3aaXHHsLWseMP1Nq5MA&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/KOPINYAKA/data=!4m7!3m6!1s0x2e68e7a6538aa18f:0x94a907cbddd5326!8m2!3d-6.8953178!4d107.6117462!16s%2Fg%2F11wmy5f_4w!19sChIJj6GKU6bnaC4RJlPdvXyQSgk?authuser=0&hl=id&rclk=1","KOPINYAKA","4,8","(8)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Ciungwanara No.12 A","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbqsJbdRMm17wPbcBG5O_IRLPiA1yrLyUMFGAFSOLxHZ09MUMh2Tx3y82Gup7wp9X8fVdLJ0CXRvqFqtWImDYAjuBEs3hojcjxLcL_LRjWSW9GLXenGlapJ7acuMoS0O_SUvE9VJjD7qud=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan n minuman nya enak2.mantap...""","","","","",""
"https://www.google.com/maps/place/Kowawa+Kedai+Kopi/data=!4m7!3m6!1s0x2e68e7abb91e488d:0xd9078f02b4ca34dc!8m2!3d-6.8948663!4d107.6097509!16s%2Fg%2F11h4np3y15!19sChIJjUgeuavnaC4R3DTKtAKPB9k?authuser=0&hl=id&rclk=1","Kowawa Kedai Kopi","4,9","(57)","·","Rp 1–25.000","Kedai Kopi","·","·","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrQLSxJ0aJnmHI2NpyXfT8kdjWgtNnab22V9gKnb6p1-4GQe473lfl2qQHusYyraQ9_8LPMJC_hjJB2zTlhcIDTb22rOQeg-8HM3BaFiFFoK6lKmt4ssDyA4RKxN4qgZE-xAEgYRJBe6EF=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Buat yg mau nongkrong sambil ngopi , bisa coba dateng kesini""","","","","",""
"https://www.google.com/maps/place/Kedai+H2W+2nd/data=!4m7!3m6!1s0x2e68e79cf8a36dcb:0xe53acce88ae39a24!8m2!3d-6.8952556!4d107.6056684!16s%2Fg%2F11l39s48m1!19sChIJy22j-JznaC4RJJrjiujMOuU?authuser=0&hl=id&rclk=1","Kedai H2W 2nd","5,0","(3)","","","Restoran","·","Jl. Pelesiran No.71-75","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjVJ3_oNBgIFaRHp83cDkCojCTSxsWXx6pTvBhdPOGlmL-4yk0D1X_n14AqwRIvXktLF0_fH33c3pap2tNVK3THrImw6zsbNNnQR0q8oQaZ_VoduygdBsK7h9v5IH2bAjGaDoC=w80-h106-k-no","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Kopi+Aceng/data=!4m7!3m6!1s0x2e68e7000f33ae99:0xdbf77203e6487123!8m2!3d-6.894524!4d107.6127504!16s%2Fg%2F11y2tt8xdk!19sChIJma4zDwDnaC4RI3FI5gNy99s?authuser=0&hl=id&rclk=1","Kopi Aceng","5,0","(2)","","","Kedai Kopi","·","Jl. Dago No.99","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U2DhLLA8K6jvKW2So71rww&cb_client=search.gws-prod.gps&w=80&h=92&yaw=288.78476&pitch=0&thumbfov=100","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Warung+Agoy/data=!4m7!3m6!1s0x2e68e7281cc58b07:0x5ca8a9ba6db9a682!8m2!3d-6.8949093!4d107.6102908!16s%2Fg%2F11vd3lk3ms!19sChIJB4vFHCjnaC4Rgqa5bbqpqFw?authuser=0&hl=id&rclk=1","Warung Agoy","5,0","(4)","","","Kedai Kopi","·","Jl. Gelap Nyawang dekat Taman Ganesha","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmVI5CaspBpk8oyAlvk-FVHvWd8SOjh_QW5NWN571-jaTlIN2b6lkDpX0b8zHNwYrdpHBZ_uzssn_l_CHpJ3YwG_0mZIUlu48zoYN_oSJwC3bGo2nCICaTXVrzpynMC-oh6RPX=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantep serba enak""","","","","",""
"https://www.google.com/maps/place/Kedai+Nyantap/data=!4m7!3m6!1s0x2e68e79baf070d33:0x504c13edd1c9cff6!8m2!3d-6.8948602!4d107.6102694!16s%2Fg%2F11t_tp2gw4!19sChIJMw0Hr5vnaC4R9s_J0e0TTFA?authuser=0&hl=id&rclk=1","Kedai Nyantap","4,9","(27)","·","Rp 1–25.000","Indonesia","·","Jl. Gelap Nyawang No.12","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFgHpmtPXmDMHzb_QIgnH7MHwhciQ6zfDf3Fv3pXuvaVIGOMUZ2tvtHeuWcaEBU6lXX-Rq3vbPjv0F3MX4nnsmzbjnlEeVY2KrHX35jVR6nRCSrQhSarsRpTkIkr9hMXy_OUWvlOw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap tmpt nya Bersih makanan nya enak harga nya sangat terjangkau""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0X3RwMmd3NBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=kDX3aaXHHsLWseMP1Nq5MA&ei=kDX3aaXHHsLWseMP1Nq5MA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Deer+valley/data=!4m7!3m6!1s0x2e68e77f02484aa9:0xde1237812781762d!8m2!3d-6.8952908!4d107.605695!16s%2Fg%2F11tjcvw11d!19sChIJqUpIAn_naC4RLXaBJ4E3Et4?authuser=0&hl=id&rclk=1","Deer valley","5,0","(1)","","","Kedai Kopi","·","Jl. Pelesiran No.71","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIEgDv46JlAAwDofPaJgeVxqiuQHSKUmu52T4nGciAmLuCTgrpd9_7VRXAAKVkxQjn5eOFAQTt6fRoUYN5Rqg1jHCn1rwPjzDVMiDUpbkrP5pUAjnA022JXMe5-xX6P7r8FTSzmQ=w92-h92-k-no","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Warunk+Upnormal+Sumur+Bandung/data=!4m7!3m6!1s0x2e68e7a149494fa3:0x4cac64c238249f3a!8m2!3d-6.885519!4d107.6130945!16s%2Fg%2F11fhy1dglb!19sChIJo09JSaHnaC4ROp8kOMJkrEw?authuser=0&hl=id&rclk=1","Warunk Upnormal Sumur Bandung","4,5","(2.216)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFgDnxN7pcl1nYvUOAUFP4IuTycyLkfNJsHJfmcny7xLCviApAuw-8ZGAURkSAwdfGVXMe_uI25Y0jSDu5P3nGRR_SL5Wi_tdvpo-_4rOlTxzi4v_2TF0tQf1fBavemS4s-kn1i=w184-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nyaman, bersih, murah, Wifi kencang, pegawai ramah, makanan enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmaHkxZGdsYhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=kDX3aaXHHsLWseMP1Nq5MA&ei=kDX3aaXHHsLWseMP1Nq5MA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Sido+Mampir+Kedai+Ibu+Eet/data=!4m7!3m6!1s0x2e68e65a32fd0aff:0x2d0a0d7cc5288857!8m2!3d-6.8930971!4d107.6068751!16s%2Fg%2F11c5j77zzt!19sChIJ_wr9MlrmaC4RV4goxXwNCi0?authuser=0&hl=id&rclk=1","Sido Mampir Kedai Ibu Eet","4,3","(30)","","","Rumah Makan","·","·","Segera tutup","· 19.00 · Buka Sen pukul 07.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OxPjcSnwF8V2m0FWt1Hf1w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=165.09236&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Twisted mojito sekarang pindah ke taman sari jalan kebun binatang.""","","","","",""
"https://www.google.com/maps/place/D%27jokes+by+Lingkopi/data=!4m7!3m6!1s0x2e68e7bdf4591cd9:0xc4579c028990089f!8m2!3d-6.8936214!4d107.611376!16s%2Fg%2F11rhc61brf!19sChIJ2RxZ9L3naC4RnwiQiQKcV8Q?authuser=0&hl=id&rclk=1","D'jokes by Lingkopi","5,0","(4)","","","Kedai Kopi","·","Jl. Ganesa No.7","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQWB7gzdt9pN7pGxqDCNcvbe_sf4iuADBGfUNMgAqKxPzrxk9yz0QL3gx7767Cyulyrwt7qlMiSv-eOFuSPwfRPPgOK8OTGgeFMGB32uC9f-ug30AyZZ6pe4nBZDNruq3498Cv=w163-h92-k-no","","Makan di tempat","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyaGM2MWJyZhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=kDX3aaXHHsLWseMP1Nq5MA&ei=kDX3aaXHHsLWseMP1Nq5MA&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Bawa pulang"
"https://www.google.com/maps/place/Kedai+48/data=!4m7!3m6!1s0x2e68e70e5f6d8afd:0x3a8fa776ed2569b3!8m2!3d-6.8928089!4d107.6206997!16s%2Fg%2F11nxbfsmxq!19sChIJ_YptXw7naC4Rs2kl7Xanjzo?authuser=0&hl=id&rclk=1","Kedai 48","5,0","(1)","","","Kedai Kopi","·","Jl. Sukasari II No.28","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSav6oc76QFcYKf5E1j3tLbMF3EiMQ8EppyZ5bwfwRFxYfgQpYw1Bx2NhOGuU9mX6uAVkeQohi4tEJigUtHArdiw3wn95Zb0Gcl9iVWI8Si1RcTSslvHF74RQCSYQzROJ7YTA2=w80-h106-k-no","","Makan di tempat","","","","·","Drive-through"
"https://www.google.com/maps/place/Kopi+Diaboli+at+Gulali+Cafe/data=!4m7!3m6!1s0x2e68e64fd95e7723:0xb2540aff7cd7de0b!8m2!3d-6.8975612!4d107.6116623!16s%2Fg%2F11bzrg5t3p!19sChIJI3de2U_maC4RC97XfP8KVLI?authuser=0&hl=id&rclk=1","Kopi Diaboli at Gulali Cafe","","","","","Kedai Kopi","·","Jl. Badak Singa No.2","Buka","· Tutup pukul 22.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6sNUuGnDGTdDqfMIkNjoog&cb_client=search.gws-prod.gps&w=80&h=92&yaw=51.665104&pitch=0&thumbfov=100","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Fowersix+Coffee/data=!4m7!3m6!1s0x2e68e7a7099294f7:0xee453006a031776a!8m2!3d-6.8857835!4d107.6124371!16s%2Fg%2F11sddt23q4!19sChIJ95SSCafnaC4RancxoAYwRe4?authuser=0&hl=id&rclk=1","Fowersix Coffee","4,8","(4)","","","Kedai Kopi","·","Kalya Hotel, Jl. Sumur Bandung No.7 Lantai 6","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYwj5cgk06-6ZaQstzO8nbZZzU4TE4eFAu6MdMFZ2sW7Rx83pR0Vq-2rrg4k8JeAFuO1gcjv0PVNeEYLl49eYsKglVEd_YrghzjEg_lQ06S3omOWKXNMqOmI4UE5dq_gg3jMkG=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat enak buat santei santei , rasa enak harga terjangkau 🫰🏻""","","","","",""
"https://www.google.com/maps/place/KEDAI+ZUAN/data=!4m7!3m6!1s0x2e68e7195c5de66b:0xf67fbbbc400b04eb!8m2!3d-6.8973884!4d107.6068149!16s%2Fg%2F11trn1kss0!19sChIJa-ZdXBnnaC4R6wQLQLy7f_Y?authuser=0&hl=id&rclk=1","KEDAI ZUAN","5,0","(2)","","","Brunch","·","4J34+2PW","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHuk3E1Ie5TM0rmkwCWpfWm9GBkxwmBtNLkpi0uQNFqwrBnllw6wUCFmuUS_Wds91aIrDdhnNh2hYrgDys9MZ7BDUpYKMt9umkwmFeZlJ81ouOcp-0gBIrLkUDIZFI7VhpA_v4J=w80-h142-k-no","","Makan di tempat","","","","·","Bawa pulang"
