"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6","AJB7ye","AJB7ye 2"
"https://www.google.com/maps/place/Es+Cendol+dan+Kue+RUKUTE/data=!4m7!3m6!1s0x2e68e7a0ba72f3d3:0x61333c001be58be1!8m2!3d-6.8875658!4d107.6087583!16s%2Fg%2F11h4nhvs34!19sChIJ0_NyuqDnaC4R4YvlGwA8M2E?authuser=0&hl=id&rclk=1","Es Cendol dan Kue RUKUTE","","","Restoran","·","Food Fest, Jalan Tamansari No.71, Tamansari","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-VC9xMi_cVzouwLnLvQ9BOIveguhYdatdLlHF8e-fuDAOj7Yylrp2fH4700wp77WsQldRpJUIgE2v1M87MkTDdwhHeV4yRm6ik8mlZ_HRUvE102_eg6Vp6C3IUy77W5SzN1EW=w164-h92-k-no","","Makan di tempat","Bawa pulang","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Kedai+Es+Krim+Dede+Risa/data=!4m7!3m6!1s0x2e68e655a9384b9b:0x533cbd7ad386f175!8m2!3d-6.888876!4d107.618256!16s%2Fg%2F11b6hhkfkh!19sChIJm0s4qVXmaC4RdfGG03q9PFM?authuser=0&hl=id&rclk=1","Kedai Es Krim Dede Risa","","","Es Krim","·","4J69+C8R, Jl. Sekeloa","Segera tutup","· 21.00 · Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEaphzs7Peo7TNKsIk1mU9hPDceEVuhcc4FAKFFtv7h4okNnISX6DNPnuOD9lZQbMiqjtdhTzHqRLx7cQ9u-AyE2FvV4Cbd7eZPFta-JcHufPi3QAEKpxuVUlslLRAUnBsC9BpSsHfJtv3rHCcHIv5tkroOrB4yREVRZiAtFMRfxVT6WT3acEXW-FXm1gEov6BLUxw=w122-h92-k-no","","Bawa pulang","","","","","","","","",""
"https://www.google.com/maps/place/Warunk+Upnormal+Sumur+Bandung/data=!4m7!3m6!1s0x2e68e7a149494fa3:0x4cac64c238249f3a!8m2!3d-6.885519!4d107.6130945!16s%2Fg%2F11fhy1dglb!19sChIJo09JSaHnaC4ROp8kOMJkrEw?authuser=0&hl=id&rclk=1","Warunk Upnormal Sumur Bandung","4,5","(2.216)","Kafe","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFH-TRUYgFXPpDHQ1PARChuNQho86TpKjggQarxA0IwLqHkeIOTx0Bh6In_AgrNTdcvpHT_NJ6HfMA2DEpoh6tAnAqrV3VJFUPfG8EbkUiNIEBXsCK9nnnwYYgloDN-83GQhts-qA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak banget","es","kocaknya🙏🏼👍🏻 im lovin it""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmaHkxZGdsYhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=a0z3af7QHMiO4-EPmuWM0Ao&ei=a0z3af7QHMiO4-EPmuWM0Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Sumur Bandung No.20","·","Rp 25–50 rb"
"https://www.google.com/maps/place/MILUWE+ice+cream/data=!4m7!3m6!1s0x2e68e76b6ab02d41:0x9d85c338d7470fd3!8m2!3d-6.9245788!4d107.6072757!16s%2Fg%2F11kk8f2wgq!19sChIJQS2wamvnaC4R0w9H1zjDhZ0?authuser=0&hl=id&rclk=1","MILUWE ice cream","5,0","(13)","Es Krim","","","Tutup","· Buka Sen pukul 10.00","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menurut saya rasio harga-kualitasnya top sekali!!""","","","","","","","","",""
"https://www.google.com/maps/place/Produksi%2FPusat+ES+DOGER+TULEN+PA%27YAYA/data=!4m7!3m6!1s0x2e68e75b1730fdd9:0xb01e5b897c7dfacc!8m2!3d-6.8929018!4d107.5989052!16s%2Fg%2F11qbp_60k8!19sChIJ2f0wF1vnaC4RzPp9fIlbHrA?authuser=0&hl=id&rclk=1","Produksi/Pusat ES DOGER TULEN PA'YAYA","5,0","(1)","Es Krim","·","Jl. Sederhana No.147/61, RT.002/RW.010","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGRG5waEA6311ZQmOns8V36-cGB545h8GlHAtsTE9BmzaahRHUrIQNJgI4ndxZp3hCT4bFl1wPilJmc7xNdwH87IoPiVX1hOUcit9jNMqMZDV8xHDRR8O-2qOtU78JqeSTL7RtTfg=w80-h106-k-no","","Bawa pulang","","","","","","","","",""
"https://www.google.com/maps/place/toko+7/data=!4m7!3m6!1s0x2e68e784f759b8d9:0x41d3dd42b8cbd55b!8m2!3d-6.9018111!4d107.604541!16s%2Fg%2F11sd97gytl!19sChIJ2bhZ94TnaC4RW9XLuELd00E?authuser=0&hl=id&rclk=1","toko 7","","","Es Krim","·","3JX3+7RF","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WKzp2ckASV8qU7acKJV6dw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=230.05936&pitch=0&thumbfov=100","","Bawa pulang","","","","","","","","",""
"https://www.google.com/maps/place/Home+Ice+Cream/data=!4m7!3m6!1s0x2e68e5463895d84f:0x15dbd5c88908a098!8m2!3d-6.8692146!4d107.5382268!16s%2Fg%2F11vf2086_l!19sChIJT9iVOEblaC4RmKAIicjV2xU?authuser=0&hl=id&rclk=1","Home Ice Cream","4,9","(37)","Es Krim","·","Gg. Umen","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqtfLD-wX6mwt8OKQ-IbS3CXm5H5_n03Rf1ANsoeT5Hy9kKTFvNJtaSLE1NDnEDFenxqOP6rtNdYLScDdRBtzXiEFg19wG4N6pYAHCc8SUmQmnLBnLbvw8ObiIenxP7P8dDX1Svj2BmvJX=w80-h105-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Ice","creamnya enak ,pbgiriman cepat 👍murah lagi""","","","","","","",""
"https://www.google.com/maps/place/Es+Krim+Miami%2F+Ice+Cream+Miami/data=!4m7!3m6!1s0x2e68e6851c1afc3b:0x20938b5d274baac8!8m2!3d-6.879452!4d107.5830136!16s%2Fg%2F11csbsn3pv!19sChIJO_waHIXmaC4RyKpLJ12LkyA?authuser=0&hl=id&rclk=1","Es Krim Miami/ Ice Cream Miami","4,7","(15)","Es Krim","·","Jl. Dangdeur Kaler No.4","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7mcDqlfwK0nVOkgD1jaIOIWc_zTgiv5Owj22awQQg4reUH8trM3MPN60tW3nuBwSCQ-x5a5pPBsjfdbouuwHA-Fxz3UqjU8yRUvn2gx3Qsa2YkTsCVhqWO6rBjcDlCEOwawJy=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Es krim","8 liter nya""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjc2JzbjNwdhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=a0z3af7QHMiO4-EPmuWM0Ao&ei=a0z3af7QHMiO4-EPmuWM0Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Haura+ice+cream/data=!4m7!3m6!1s0x2e68e7a92d78948d:0xa9d7af5896345482!8m2!3d-6.9204708!4d107.607964!16s%2Fg%2F11qh1g9k0m!19sChIJjZR4LannaC4RglQ0lliv16k?authuser=0&hl=id&rclk=1","Haura ice cream","5,0","(1)","Es Krim","·","Jl. Cikapundung Barat No.1","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdRaqRON99kA7Tu6iaXgXbjktod4atV3UqyPtZKhiB4uF6zq6WsBtPOs7nESADkYxAEHhVN-U-73ts8ZMDnQXtp_fiBj9xtDEl6T8zqjJj3IAkn2nF83dSu0MyUgZuaWYNx6LaaQ=w80-h142-k-no","","Bawa pulang","","","","","","","","",""
"https://www.google.com/maps/place/Toko+Eskrim+Bandung+Cimahi/data=!4m7!3m6!1s0x2e68e5d1a22510ed:0x9b0d2c33f55c1fa7!8m2!3d-6.9122742!4d107.5368885!16s%2Fg%2F11lcsl3tw_!19sChIJ7RAlotHlaC4Rpx9c9TMsDZs?authuser=0&hl=id&rclk=1","Toko Eskrim Bandung Cimahi","4,9","(111)","Es Krim","·","Jalan Raya Nanjung No.116 Kp. Cibodas, RT.01/RW.11","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXKTxx4elPhMhxOM5ktDWufXDoyREGGwsC13XpC0siEAOW4L1ifdRiyBurjewz9IqxdE20iSdm2SfDRA_AwnZ8Ivy5DOgTPWbCwyy3uADKSrYSSDpIb9I8fcxI7Nruq3aBH_1LykXGXbQR=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","es krim","nyaa murah banyak varian komplitt mantul pokoknya 👍🏼""","","","","","","",""
"https://www.google.com/maps/place/Es+Krim+Suka+Suka/data=!4m7!3m6!1s0x2e68e7c6d2b9263d:0xf43c0e70923b7987!8m2!3d-6.9097483!4d107.6391919!16s%2Fg%2F11c0rnr57v!19sChIJPSa50sbnaC4Rh3k7knAOPPQ?authuser=0&hl=id&rclk=1","Es Krim Suka Suka","4,6","(13)","Es Krim","·","·","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNEtdAyX7mr6ZBfD4Epv-9sQFmkvAa1UpP09JWuvtzqcuQTPUGE1gKb3M3b1d9Ol4C9-jIMdNS1KAMh5obUOUqpP-CWwZXZWlcjEBoMh-sx7XOwlSpia8QWR_8XiSBN4htQJ8WTQ=w184-h92-k-no","","Bawa pulang","","","","","","","Jl. Sukarasa No.4","",""
"","","","","","","","","","","","","","","","","","","","",""
