"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6","AJB7ye","AJB7ye 2"
"https://www.google.com/maps/place/KEDAI+LIKLIKI/data=!4m7!3m6!1s0x2e68e64998fbddd9:0xa511e7d2f662bb9e!8m2!3d-6.9054514!4d107.6143375!16s%2Fg%2F11clzj04ww!19sChIJ2d37mEnmaC4Rnrti9tLnEaU?authuser=0&hl=id&rclk=1","KEDAI LIKLIKI","4,9","(91)","Es Krim","·","·","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYFKRuFIrjg2JGYvkV09sTS76SBWALXlY7aqd00B8--aAik4eAz9a6s06ULaBpYsXdGMm4fbSGyj4aJLI5wHbTo_E1pMkjWqPrHtfLLxfrDHLO_cw13tneVrN-4LFBJ3VANQdr1cqvStw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""jujur enak banget","es","ratu nya sangat recommended""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjbHpqMDR3dxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZUz3ab3TDsDg4-EPqdHNkQU&ei=ZUz3ab3TDsDg4-EPqdHNkQU&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Bahureksa No.8","·","$"
"https://www.google.com/maps/place/Kedai+112/data=!4m7!3m6!1s0x2e68e717e2cd0ce7:0x36f55e3f055574c4!8m2!3d-6.8990156!4d107.6080617!16s%2Fg%2F11twq6t360!19sChIJ5wzN4hfnaC4RxHRVBT9e9TY?authuser=0&hl=id&rclk=1","Kedai 112","5,0","(2)","Kedai Hidangan Penutup","·","4J25+96V, Jl. Kebon Bibit","Tutup","· Buka Sen pukul 10.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zwztoWKjNbdD3LRYKORmsw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=315.46628&pitch=0&thumbfov=100","","Pesan antar","","","","","","","","",""
"https://www.google.com/maps/place/D%27Crepes+-+Teuku+Umar+Bandung/data=!4m7!3m6!1s0x2e68e7fe937de04f:0x73b2acf395b4418c!8m2!3d-6.8913631!4d107.6143646!16s%2Fg%2F11sfd62l9k!19sChIJT-B9k_7naC4RjEG0lfOssnM?authuser=0&hl=id&rclk=1","D'Crepes - Teuku Umar Bandung","4,3","(85)","Kedai Crepe","·","Jl. Teuku Umar No.5","Segera tutup","· 21.00 · Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZh8CmqnGxo95YOjmTap2qSspIJuh8-Ee5Igy6-PmqUz_VZ5Nw02tK-Al-2LlsulO1E8N7l_W5Z9hFOJKEMJPgIaQa9jNBx2BWuHeBD2Hom485Ab984iHoF8MjdbvfCYM5EznJtA=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasanya selalu enakk,,""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzZmQ2Mmw5axgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZUz3ab3TDsDg4-EPqdHNkQU&ei=ZUz3ab3TDsDg4-EPqdHNkQU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Kervan+Gelato/data=!4m7!3m6!1s0x2e68e7509c95bbaf:0xb6a450078419a0e5!8m2!3d-6.9173236!4d107.6310508!16s%2Fg%2F11tt8l9gws!19sChIJr7uVnFDnaC4R5aAZhAdQpLY?authuser=0&hl=id&rclk=1","Kervan Gelato","4,9","(222)","Es Krim","·","Jl. Laswi No.1","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHawg00G4rv8gSlRchzF0IgPRvptP0xxOQsse9_5Mqa4t3FNx8eINr0asnjo__AOU14naNGsNVYRZbHYNPrLQuU9AwmwywIN4c6asNLFySiyAopg1cLm1OC9ejcpTvYTf2G8-vNOJ-18oQ5=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya untuk satu scoop yang cukup generous seharga Rp 18ribu.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0dDhsOWd3cxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZUz3ab3TDsDg4-EPqdHNkQU&ei=ZUz3ab3TDsDg4-EPqdHNkQU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Es+kelapa+muda+si+bungsu/data=!4m7!3m6!1s0x2e68e70207d34bc1:0x7a72d251a3ab8a9f!8m2!3d-6.8937952!4d107.6079727!16s%2Fg%2F11q1p2vj7f!19sChIJwUvTBwLnaC4Rn4qro1HScno?authuser=0&hl=id&rclk=1","Es kelapa muda si bungsu","5,0","(2)","Es Krim","·","Jl. Kebun Binatang No.15c","Buka","· Tutup Sen pukul 05.25","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFkpD6o0DPmtpR1DtYA5bvO7zhWwpl7WPDvQiY_zvpgelyTNuSXojM-K5ICf1WwmUcyQ3-0oNrxW4wzEsGMzp25hLARXjISMmm3wA3yWc8OHKz-LhoTjCnyXqx8RL0r_z_PlNvDwg=w80-h119-k-no","","Bawa pulang","","","","","","","","",""
"https://www.google.com/maps/place/Bandung+Cheesecuit+Dago/data=!4m7!3m6!1s0x2e68e79484f4610f:0x4fe5739b8c108b60!8m2!3d-6.8969464!4d107.6127012!16s%2Fg%2F11pzrjpl6h!19sChIJD2H0hJTnaC4RYIsQjJtz5U8?authuser=0&hl=id&rclk=1","Bandung Cheesecuit Dago","4,4","(847)","Toko Kue","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFe7e2xRfAgIIKM2GfZue-f_uJurb42r3OjGgvr1LpLYzaRCZjHKJYdKCyDYhEoUtMbb9gGiJNt_r7HTnWi4lastFD51I5YNZVCwDWJOg3Pt9JoDbgQKzpRtyLHhbjs1cio87378Q=w164-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Coba-coba enak juga yang baru...""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFwenJqcGw2aBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Z0z3ab6tEcWY4-EP1N-t6Qw&ei=Z0z3ab6tEcWY4-EP1N-t6Qw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Ir. H. Juanda No.91A","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Cats+and+Ice+Cream+PVJ/data=!4m7!3m6!1s0x2e68e7536ffaf099:0xa9375bae9dff49b1!8m2!3d-6.8892191!4d107.5959949!16s%2Fg%2F11f73069k1!19sChIJmfD6b1PnaC4RsUn_na5bN6k?authuser=0&hl=id&rclk=1","Cats and Ice Cream PVJ","4,0","(78)","Es Krim","·","Paris Van Java, Paris van Java Jl. Sukajadi No. 131-139 , Sky Level, SL-1-20","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAENOJ2hP8T_p_AS-lzU_15Xyr3oOWQrGPsKdYv9iKHb7LpPsp0tsQ2YHRyVRmoCUm7D4vm6b1w2B4wqXEC72_WnvQ-dal45s6p7Uihcgp8nU-LupnlCk14qnLM4nCP1HRpFU2HfR8X3gTGt=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kalo tempat cukup bersih &","es","krimnya mayan tasty.""","","","","","","",""
"https://www.google.com/maps/place/Toko+es+djaja/data=!4m7!3m6!1s0x2e68e71f768e9679:0x2b145962a2bbd112!8m2!3d-6.9293225!4d107.6220631!16s%2Fg%2F11vrfyqwnv!19sChIJeZaOdh_naC4REtG7omJZFCs?authuser=0&hl=id&rclk=1","Toko es djaja","4,9","(33)","Toko Kelontong Asia","·","·","Buka","· Tutup pukul 22.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHt--Ltk8X5ia3kNA3s6CELxvxvEDSVjth94LkikI22GIIlpaHJa30ZuBn6ehWqe-naiAKkAA-0jrA2af7pfQCj02Qsj-x7EmvSOZzVoNZPMeANbmnaB_aRm8MMIQQsGUYgCz5f=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dengan harga 28rb udah bisa dapet 1 cup","ice cream","dengan 1 topping.""","","","","","Jl. Lobak No.5","",""
"https://www.google.com/maps/place/Lumpia+Basah+Mandiri/data=!4m7!3m6!1s0x2e68e6580e12eb8b:0xbfd6c05a099ab390!8m2!3d-6.8875418!4d107.6087306!16s%2Fg%2F11csb2cl6f!19sChIJi-sSDljmaC4RkLOaCVrA1r8?authuser=0&hl=id&rclk=1","Lumpia Basah Mandiri","3,7","(3)","Kedai Hidangan Penutup","·","Tamansari Food Fest, Jl. Tamansari No.70","Segera tutup","· 21.00 · Buka Sen pukul 08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z_4vMAHnlk3RscKuCvm7yQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=319.31635&pitch=0&thumbfov=100","","Bawa pulang","","","","","","","","",""
"https://www.google.com/maps/place/Demelanger+Pudding+%26+Pastry/data=!4m7!3m6!1s0x2e68e731b930d8b3:0x37c4fe5b0af860c7!8m2!3d-6.8964324!4d107.6063424!16s%2Fg%2F11ql9my4dv!19sChIJs9gwuTHnaC4Rx2D4Clv-xDc?authuser=0&hl=id&rclk=1","Demelanger Pudding & Pastry","","","Kedai Hidangan Penutup","·","Jl. Kb. Bibit Barat No.41F","Segera tutup","· 20.30 · Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEuZo6BoCnjtp5zIRWHFxC8WIF8ibZv870svEHDHfj5wcrJUfhLd-525jHJS4Fl1Qn28hRVnTkS1EqGbWMsh46v4Y2XPBnf_XlK-NMnQwdutRgXgkRTxi0UieoJEBJC_HFbEdw=w122-h92-k-no","","Pesan antar","","","","","","","","",""
"https://www.google.com/maps/place/Jalu+Bakery+%26+Pastry/data=!4m7!3m6!1s0x2e68e77f512d5f51:0xe6ea9d85ac63e34f!8m2!3d-6.8918649!4d107.6059178!16s%2Fg%2F11q1m5c363!19sChIJUV8tUX_naC4RT-NjrIWd6uY?authuser=0&hl=id&rclk=1","Jalu Bakery & Pastry","4,0","(1)","Pastri","·","Jl. Cihampelas","Tutup","· Buka Sen pukul 09.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0xienB6X4bbHMx36ZdbBBA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=28.674667&pitch=0&thumbfov=100","","Pesan antar","","","","","","","","",""
"https://www.google.com/maps/place/Es+Krim+NATURAL/data=!4m7!3m6!1s0x2e68e7b41524859d:0xf48b6e101b99032d!8m2!3d-6.903056!4d107.626063!16s%2Fg%2F11css0f1mh!19sChIJnYUkFbTnaC4RLQOZGxBui_Q?authuser=0&hl=id&rclk=1","Es Krim NATURAL","4,7","(220)","Es Krim","·","Jl. Cipunagara No.20","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGq92XPTI5zpUc2AqkC1NFLHChY91CKY4UOkK3mb7L6qzF_j0xe3T1pIdRzzk_dV8xeTyzwezjZ1o_V09PMJSNDgLiMBnSCS_u3-HCfVbKXRnMjg5w2Az8i_jDuCw6SDbe8q3up=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Retro vibes gitu","Es","krimnya banyak pilihan rasa, murah, dan enak.""","","","","","","",""
"https://www.google.com/maps/place/White+Cone+PVJ+Bandung/data=!4m7!3m6!1s0x2e68e75580da9b6f:0x8fdd44c30d397776!8m2!3d-6.8892187!4d107.5959945!16s%2Fg%2F11h6fj4jsm!19sChIJb5vagFXnaC4Rdnc5DcNE3Y8?authuser=0&hl=id&rclk=1","White Cone PVJ Bandung","4,0","(5)","Es Krim","·","Jl. Sukajadi No.131-139","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLNrUfObC_vftYLtttvGg5TWqf5pdc6R6NC_CydGHPWn3rjZWJ5eS7sd7NhRN_1WDee0oCz4Zr4sIVsoXb_fk8sJpadAKtxAnLnBfqV6BiU-4K7_Ci5pxSDI9hMW7TJqmg1CPq=w163-h92-k-no","","Makan di tempat","Bawa pulang","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Es+Teler+Tomodachi+Monju/data=!4m7!3m6!1s0x2e68e7004413403f:0xc008b23845d19cce!8m2!3d-6.8959538!4d107.6188245!16s%2Fg%2F11vz94c7g7!19sChIJP0ATRADnaC4RzpzRRTiyCMA?authuser=0&hl=id&rclk=1","Es Teler Tomodachi Monju","5,0","(16)","Es Krim","·","4J39+JG8, Jl. Japati","Tutup","· Buka Sab pukul 14.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEf71JVAnLaer9yFX_Cq9aUTxtGZsjXoOxcjIQ7_e7Uch0vDqXHRYwB9tDIYDsdNqsq7Yz_dsJb1YmdXhUcFRpOUEsXYN97Vj4qE1SZ_T1ENUdHOgNg2TAcHooN-GOXgLxUYXOoQA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak banget pokonya bikin ketagihan
Porsi banyak😍😍😍""","","","","","","","","",""
"https://www.google.com/maps/place/Es+Teler+Canduu+Sekeloa/data=!4m7!3m6!1s0x2e68e700252b8943:0xe2bafb2946c701f3!8m2!3d-6.889064!4d107.617825!16s%2Fg%2F11mkz5rl0k!19sChIJQ4krJQDnaC4R8wHHRin7uuI?authuser=0&hl=id&rclk=1","Es Teler Canduu Sekeloa","5,0","(3)","Es Krim","·","Jl. Kubang Sari IV No.19","Tutup","· Buka Sen pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEN51j0p9NpflnAET4A8FT7NhmmvChQb_ao3kB73HOIcNzrJP8aKBlL_Legx0ezazmpbRDnbKvTpYUuutenTcPV9x6fQ4e-EqyGHbqxqLO8XW8BqtICDdLMhjkG3g4YcLGGOY9EJsZORi8=w80-h99-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suegeeerr...
Pas bwt menemani saat berbuka puasa...""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFta3o1cmwwaxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Z0z3ab6tEcWY4-EP1N-t6Qw&ei=Z0z3ab6tEcWY4-EP1N-t6Qw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/H%C3%A4agen-Dazs/data=!4m7!3m6!1s0x2e68e7a9b009aa05:0x721b10dd9ed15da0!8m2!3d-6.8824957!4d107.6005657!16s%2Fg%2F11qq73r_ft!19sChIJBaoJsKnnaC4RoF3Rnt0QG3I?authuser=0&hl=id&rclk=1","Häagen-Dazs","4,7","(104)","Es Krim","·","Jl. Dr. Setiabudi","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcJAwbU2TR6ZRdKt5Jyejz6XVo_mdEoEqv6beZWVLUcENbuGF_mlEnNiUOMRuRJ2Ku4iThlHPfbvpCQHFieBVeUhongumxUD3OmN5xyLsbVDlI3V2yDvuFE49CN4c_1lRzm7JA_g=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Salah satu","es krim","premium terenak yang pernah saya coba""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFxcTczcl9mdBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Z0z3ab6tEcWY4-EP1N-t6Qw&ei=Z0z3ab6tEcWY4-EP1N-t6Qw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Franchise spesialis makanan dingin","·","$$$"
"https://www.google.com/maps/place/Kelapa+Mueda/data=!4m7!3m6!1s0x2e68e700147badc3:0xea3a07a10b0713fc!8m2!3d-6.8948347!4d107.6042827!16s%2Fg%2F11vy2fnj0d!19sChIJw617FADnaC4R_BMHC6EHOuo?authuser=0&hl=id&rclk=1","Kelapa Mueda","4,0","(5)","Es Krim","·","4J43+3P7, Jl. Cihampelas","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9WrUdC3UDHAo8zZfjfT_Aj1zfPLEgiDkbrOe9kEUtDmy2ZXbgAajaOyuj5JKQ2x0-oNFLblvWN7ZUz6Orq06q4NXFZa4-oDOP7RCfiXMc19EoTrUtdShzk0pLuzm4b--2YUdw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suka bgt yg coco shake nya ada bulir2 kelapa nya 😍 segerrr yummm""","","","","","","","","",""
"https://www.google.com/maps/place/Diamond+Ice+Cream/data=!4m7!3m6!1s0x2e68e7ba1ff35f69:0x277f296f1f7ccb8f!8m2!3d-6.900218!4d107.634512!16s%2Fg%2F11c1_vtct4!19sChIJaV_zH7rnaC4Rj8t8H28pfyc?authuser=0&hl=id&rclk=1","Diamond Ice Cream","4,1","(37)","Es Krim","·","Jalan Pahlawan No.10, Pojok Jajanan Griya Pahlawan, Cikutra, Cibeunying","Segera tutup","· 21.00 · Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdWPsjDI634rhu9tVRAkgnx64HV1UCpMdwXqTVnIi-7QyMzsi8nHmFfqYRyQFx6Cjn5dzIKkLpsDcV5NvtPxGLInmCuPBc8L1tF1TY2wEJhdQFtQ3nd8nntYIiXB8swtptrYw=w312-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada no wa yang bisa dihubungi?""","","","","","","","","·","$$"
"https://www.google.com/maps/place/The+Rolling+Buns/data=!4m7!3m6!1s0x2e68e71c92dadf23:0x7f8dd34bf746b001!8m2!3d-6.8857174!4d107.6125005!16s%2Fg%2F11vzxqd9pq!19sChIJI9_akhznaC4RAbBG90vTjX8?authuser=0&hl=id&rclk=1","The Rolling Buns","4,9","(42)","Toko Roti","·","M Building, Jl. Siliwangi No.1 Floor G","Segera tutup","· 20.30 · Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5VhShyOFe0PsSCVReaGyGMtrmAZFHXTvj3Po228ljoew4dAgiNps6PhVrZKa15s2dh9UknXqxQ25ALauvX1XAp6zu5JIffvzm2QealZpWBLRVD7t_vUbGJKngrUnSvSZ7paJ4Aw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""lain kali nyoba yang rasa Blueberry dan/ atau dengan","ice cream",".""","","","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Toko+Coklat+Dhestchza/data=!4m7!3m6!1s0x2e68e64529aec403:0x69c15596390112a!8m2!3d-6.8979747!4d107.6059878!16s%2Fg%2F1hc16ywtp!19sChIJA8SuKUXmaC4RKhGQY1kVnAY?authuser=0&hl=id&rclk=1","Toko Coklat Dhestchza","4,5","(28)","Toko Cokelat","·","Jl. Kb. Bibit Tengah No.29","Tutup","· Buka Sen pukul 09.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3gSmbSlBmStgCt5r_cCuiw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=197.97919&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suasananya nyaman untuk hangout, harga coklatnya agak premium buat saya 😁""","","","","","","","","",""
"https://www.google.com/maps/place/Bolu+Susu+Lembang+Dago+-+Oleh+oleh+khas+Bandung/data=!4m7!3m6!1s0x2e68e7e54553b053:0x1c18bdcb8cccc701!8m2!3d-6.8978673!4d107.6125949!16s%2Fg%2F11tc0bx7c0!19sChIJU7BTReXnaC4RAcfMjMu9GBw?authuser=0&hl=id&rclk=1","Bolu Susu Lembang Dago - Oleh oleh khas Bandung","4,9","(978)","Toko Kue","·","Jl. Ir. H. Juanda No.81","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHBKckscxAk6KonJA6n1bnBcKTUsY4uXaWgASFXDCg6R76iIyLU9VNIA8E1U8dzNa9dg7NCThW1j15NTqKSm75LxoCYXjjYD-n0Z-8GG9kZjB3gCU0KXcEadnpvB3fke8gskwDHA=w80-h169-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""seru banget ada","es","krimnya, bisa dikreasikan sama bolunya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0YzBieDdjMBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Z0z3ab6tEcWY4-EP1N-t6Qw&ei=Z0z3ab6tEcWY4-EP1N-t6Qw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Jeju+Ice+Cream+PVJ/data=!4m7!3m6!1s0x2e68e68a9f2822c9:0xf11f0de540980cb!8m2!3d-6.8892763!4d107.5957954!16s%2Fg%2F11c14y0t5t!19sChIJySIon4rmaC4Ry4AJVN7wEQ8?authuser=0&hl=id&rclk=1","Jeju Ice Cream PVJ","5,0","(3)","Es Krim","·","Paris Van Java, Jalan Sukajadi No.131-139, Paris Van Java, Lanatai Resort Level D17 C","Buka","· Tutup pukul 22.00","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","Bawa pulang","","","","","","","","",""
"https://www.google.com/maps/place/Sop+Buah+Es+Krim+Mang+Ojos+Cabang+Cipaganti/data=!4m7!3m6!1s0x2e68e7d29a0bbb97:0xa3e38d656472952a!8m2!3d-6.8954597!4d107.6021204!16s%2Fg%2F11mwjhfrh7!19sChIJl7sLmtLnaC4RKpVyZGWN46M?authuser=0&hl=id&rclk=1","Sop Buah Es Krim Mang Ojos Cabang Cipaganti","3,7","(3)","Es Krim","·","Jl. Cipaganti No.75","Segera tutup","· 20.30 · Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGE2oonlkAigf5lSJzLN_F0ROxMvw1Tp3kH6bcWgyRbmEVEwFvRce-rTGHsL3RRr_RswyGZQfFFRU15hum27bYoo0Gov3b0he7tUvtA-bXqUbNEPFyffHp95OcWapV6uakqxps=w80-h142-k-no","","Pesan antar","","","","","","","","",""
"https://www.google.com/maps/place/Batagor+DEROZ/data=!4m7!3m6!1s0x2e68e700515ce9bd:0x9052367481383b8b!8m2!3d-6.8856439!4d107.6128568!16s%2Fg%2F11x_3rv2dg!19sChIJvelcUQDnaC4Rizs4gXQ2UpA?authuser=0&hl=id&rclk=1","Batagor DEROZ","","","Kedai Hidangan Penutup","·","Jl. Sumur Bandung No.16","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tN7pBUZzeTTp5Xp8i8ynig&cb_client=search.gws-prod.gps&w=80&h=92&yaw=126.822914&pitch=0&thumbfov=100","","Bawa pulang","","","","","","","","",""
"https://www.google.com/maps/place/Skotee+Coffee,+Ice+Cream,+and+Tea/data=!4m7!3m6!1s0x2e68e7192153a179:0x7152a5fdd6c617b4!8m2!3d-6.9054275!4d107.616931!16s%2Fg%2F11wn6bbv2r!19sChIJeaFTIRnnaC4RtBfG1v2lUnE?authuser=0&hl=id&rclk=1","Skotee Coffee, Ice Cream, and Tea","4,2","(25)","Es Krim","·","Jl. Banda No.32","Segera tutup","· 21.00 · Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE65XsLekONmQ_IL_4v3W_nCcSTrDtENdc_V-k8e6wLBaW3B_E03UN2e8hExVvAdXKg6A7F4-Tdt53QSgUIGK76cNiHbJg2HqVsgd96nS8vUDD1FDxmeIl3qQzUGxIhlyGriLZv54bkQI8j=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Skotee Coffee, Tea &","Ice Cream","adalah hidden gem yang wajib dikunjungi!""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3bjZiYnYychgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Z0z3ab6tEcWY4-EP1N-t6Qw&ei=Z0z3ab6tEcWY4-EP1N-t6Qw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 1–25.000"
"https://www.google.com/maps/place/Kopi+Toko+Djawa+%28Teuku+Umar%29/data=!4m7!3m6!1s0x2e68e7e8df624eb3:0x510ca54ca3ba3e9c!8m2!3d-6.8912888!4d107.6142873!16s%2Fg%2F11p64j0wqs!19sChIJs05i3-jnaC4RnD66o0ylDFE?authuser=0&hl=id&rclk=1","Kopi Toko Djawa (Teuku Umar)","4,7","(711)","Kedai Kopi","·","Jl. Teuku Umar No.5","Segera tutup","· 21.00 · Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBTzAZ2BS1CqlUXrnUc7M8AiczU3UvlcF8lSkQc_Suf5ggFUTBfkBdrBblCr8d7bFrZ55-V4HNM77aHHar0zQTaRqwFdncoW94KS85-HCFWrpKUKW0MoyYU7KC5OvaxtLXv7NgKA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya sangat enak, apa lg bandung terkenal dengan udara yang sejuk.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFwNjRqMHdxcxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=aUz3aZucBvWd4-EPn4GZmAY&ei=aUz3aZucBvWd4-EPn4GZmAY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
