"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","UsdlK","FQ2IWe src","Jn12ke src","ah5Ghc"
"https://www.google.com/maps/place/Circle+K+Nusa+Indah+2/data=!4m7!3m6!1s0x2e7a59003e16a735:0x34a1841d50fc96ad!8m2!3d-7.752665!4d110.4109558!16s%2Fg%2F11y2fqs90x!19sChIJNacWPgBZei4RrZb8UB2EoTQ?authuser=0&hl=id&rclk=1","Circle K Nusa Indah 2","4,0","(79)","Minimarket","·","","Jl. Candi Gebang No.15","·","Buka 24 jam","","","0817-5721-824","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6Uz4hMvMOK7ZSTrGZAZ7c_dRyNhOKn1M114kIILOZAdDLWdbeqX1g2lguo_L7aluZnvWwozEnYPd9sfADKYujSiE5P-2seWimGvuW2KqcdYVNUxwbml55znG4DLSW7GTXnk_EtQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pao kejunya enak, nyobaik es kopi butterscotch nya juga lumayan"""
"https://www.google.com/maps/place/Citrouli+Swalayan/data=!4m7!3m6!1s0x2e7a59e820a14a41:0x7cd9bb527d0ae6a6!8m2!3d-7.7735373!4d110.4091571!16s%2Fg%2F11g_b394g!19sChIJQUqhIOhZei4RpuYKfVK72Xw?authuser=0&hl=id&rclk=1","Citrouli Swalayan","4,2","(553)","Toko Swalayan","·","","·","Jl. Babarsari No.112","Buka 24 jam","","·","(0274) 487352","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEEbHCYqjKBsPVTXBNlNlivvM7gEd8fuQcDcMrPrV7YWdPOcJxAvwpOCW-B6YDEBoUN6uvaBxywZTJ4wraFozl5-lUOov_DAqqvfcWL4Jh-fqeT5MxCnQZ1r1lVlOCZTg0nat0d=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sebuah"
"https://www.google.com/maps/place/Indomaret+Point+Stasiun+Lempuyangan/data=!4m7!3m6!1s0x2e7a5967ead14439:0x4ecbe7fcf3a09caf!8m2!3d-7.7901863!4d110.3763982!16s%2Fg%2F11flgfl21f!19sChIJOUTR6mdZei4Rr5yg8_zny04?authuser=0&hl=id&rclk=1","Indomaret Point Stasiun Lempuyangan","2,2","(55)","Minimarket","·","","Jl. Lempuyangan No.32","·","Buka 24 jam","","","1 500 280","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8UJoL5JnLzz67olNsHSh3jE9Xp1UdSC2yxIq6ObLAXLxFUv1v8FB4YxwUg7J6WjmpqajFStJL0Cbw8fD4BOU0B1aIMw4JYigIuPuY3nL3UIzxaR6kq4768d7R226hU7tbztX77w=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Total buat nikmatin es kopi atau es coklatnya adalag 10 ribu rupiah."""
"https://www.google.com/maps/place/Permata+Mini+Market/data=!4m7!3m6!1s0x2e7a59000a0e0af7:0xc30ab4162957a8e4!8m2!3d-7.7583197!4d110.3998299!16s%2Fg%2F11yvpb3pms!19sChIJ9woOCgBZei4R5KhXKRa0CsM?authuser=0&hl=id&rclk=1","Permata Mini Market","","","Minimarket","·","","Ruko panatramas, blok B 3-5","","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uG0QlH8KtGAj_T8R2ufP0g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=167.36264&pitch=0&thumbfov=100","",""
"https://www.google.com/maps/place/Alfamart+Wahidhasyim+2/data=!4m7!3m6!1s0x2e7a599627043c4d:0x3b7eb77198748ac1!8m2!3d-7.7670213!4d110.4024959!16s%2Fg%2F11f5h2nhhh!19sChIJTTwEJ5ZZei4RwYp0mHG3fjs?authuser=0&hl=id&rclk=1","Alfamart Wahidhasyim 2","3,6","(41)","Minimarket","·","","·","Jl. Wahid Hasyim No.Kel, RW.No: 6","Buka","· Tutup pukul 22.00","·","1 500 959","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXF1RW9CBQBKEUqg6Hki4-3DCJVGN8_rCpf3NFAUPRvrcPQvID65Pg361imkvSSttyf2y70s9rkUnFI-ztOulpEWpZIJqHWHTAQG-kjCVh06adhwaPjGnAmXmQxoxMGOTi_FgD=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Klo gak kepepet malas beli disini"""
"https://www.google.com/maps/place/WIWARA+MINIMARKET/data=!4m7!3m6!1s0x2e7a59e20614e2d7:0xb005a17f4c7dd010!8m2!3d-7.7872119!4d110.3876922!16s%2Fg%2F11nymjwxcp!19sChIJ1-IUBuJZei4RENB9TH-hBbA?authuser=0&hl=id&rclk=1","WIWARA MINIMARKET","4,5","(21)","Toko bahan makanan","·","","Jl. Bimasakti No.1","","Buka","· Tutup pukul 21.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdGU4eONVCp-C6dcRc6acj2c87Pso-xzEpSTqRnOA-Qsriwzq5Sy9ebnki21WhGU5EI5u9bK3XBMKN7gE3lRgKhfqqoABlG7gcUtMLAGPFcgBkPIjprG3bhdbbPqqkI5d1jj8=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap, murah & tempatnya strategis🤩"""
"https://www.google.com/maps/place/Circle+K+Seturan/data=!4m7!3m6!1s0x2e7a5993729d7e31:0xfab1870ffc384090!8m2!3d-7.7717332!4d110.4095507!16s%2Fg%2F11b6mpb5qb!19sChIJMX6dcpNZei4RkEA4_A-Hsfo?authuser=0&hl=id&rclk=1","Circle K Seturan","4,4","(800)","Minimarket","·","","·","Jl. Seturan Raya No.88","Buka 24 jam","","·","0818-156-662","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bukan"
"https://www.google.com/maps/place/Indomaret+Papringan/data=!4m7!3m6!1s0x2e7a59c48e5e675d:0x12890ddcad32f845!8m2!3d-7.7818568!4d110.3957658!16s%2Fg%2F11b6nkrq6z!19sChIJXWdejsRZei4RRfgyrdwNiRI?authuser=0&hl=id&rclk=1","Indomaret Papringan","4,1","(252)","Minimarket","·","","·","Jl. Petung No.7","Buka 24 jam","","","","https://lh3.googleusercontent.com/gps-proxy/ALd4DhFjZRw6Fuj88VItAhr_iSmTX6h8y2PtvWTGBvdfTifCdyMvC4iyLdYwre2X8mwRegRCeha61cnBq8MAqz8NvukBL-Kn-iJPFzZdV1bgGaJ7Ts2oV46O0hSM_dXopsf_x_ATGcMWfw59ihZdcfxkJsJuNzxUdZqSANEro48CwiwyBZk3QBdpLjlhteLgNhfKIPcSns8=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Salah satu"
"https://www.google.com/maps/place/TOKO+RAYI/data=!4m7!3m6!1s0x2e7a5916f73ba561:0x5b761dac30c606b1!8m2!3d-7.7716863!4d110.3899437!16s%2Fg%2F11t1fg6w_d!19sChIJYaU79xZZei4RsQbGMKwddls?authuser=0&hl=id&rclk=1","TOKO RAYI","5,0","(5)","Minimarket","·","","Jl. Affandi No.24b","·","Buka 24 jam","","","0813-2883-0950","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFw9mCjr6kjnnmB2f1y4jL1_cFnHQNLSrRbSsTxV7mji77vRB-I1GBSDaZnhb-SX_pEeyEaUEOZLZtdiTBUc1OPI_FpLDRvefbHpJHBXhCSTpLqS_VD5VN0J4mFjrUxEU8PWW8aRg=w199-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Baru tau kalau 24 jam 👍"""
"https://www.google.com/maps/place/Kopma+UNY/data=!4m7!3m6!1s0x2e7a59b613e992bd:0x45f80d2726fc2656!8m2!3d-7.7733596!4d110.3855352!16s%2Fg%2F1hm3z16jp!19sChIJvZLpE7ZZei4RVib8JicN-EU?authuser=0&hl=id&rclk=1","Kopma UNY","4,6","(1.647)","Toko bahan makanan","·","","·","Gedung Business Centre KOPMA UNY, Jl. Colombo Jl. Karangmalang","Buka","· Tutup pukul 23.00","·","(0274) 584134","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWS6nV_mcY40PFwkWkdyJ4_jbKZ8vx766UP5T38A_k1S8jqEzeBbMXjM2kVeuDMnEy73exsGWIiNHnmBkLaMtQ1NL9XEJuLW499a4GAGb6ZWAk9pAuqVQly956ttoh75Y9Fx6F=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""""
"https://www.google.com/maps/place/Permata+Mini+Market/data=!4m7!3m6!1s0x2e7a59000a0e0af7:0xc30ab4162957a8e4!8m2!3d-7.7583197!4d110.3998299!16s%2Fg%2F11yvpb3pms!19sChIJ9woOCgBZei4R5KhXKRa0CsM?authuser=0&hl=id&rclk=1","Permata Mini Market","","","Minimarket","·","","Ruko panatramas, blok B 3-5","","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uG0QlH8KtGAj_T8R2ufP0g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=167.36264&pitch=0&thumbfov=100","",""
"https://www.google.com/maps/place/Circle+K+Seturan/data=!4m7!3m6!1s0x2e7a5993729d7e31:0xfab1870ffc384090!8m2!3d-7.7717332!4d110.4095507!16s%2Fg%2F11b6mpb5qb!19sChIJMX6dcpNZei4RkEA4_A-Hsfo?authuser=0&hl=id&rclk=1","Circle K Seturan","4,4","(800)","Minimarket","·","","·","Jl. Seturan Raya No.88","Buka 24 jam","","·","0818-156-662","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bukan"
"https://www.google.com/maps/place/ALFAMIDI+Melati+Wetan/data=!4m7!3m6!1s0x2e7a596d8cbbe4df:0x5fc41f5c33388b69!8m2!3d-7.7914949!4d110.3874575!16s%2Fg%2F11ftkw7d85!19sChIJ3-S7jG1Zei4RaYs4M1wfxF8?authuser=0&hl=id&rclk=1","ALFAMIDI Melati Wetan","4,4","(335)","Toko Swalayan","·","","·","Jl. Melati Wetan No.19","Buka 24 jam","","·","0821-1120-6779","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtt6-Z-RyJr1eY7gXGSADXzpt3jEgvj_E-zS-rVGPG6y2XB4RtvnvT5G9xP9kpPRcHdZivfBIQZ1Nj3GMxpAltAY1fp-kmB0TngqKPxWJRFlIYNpTWMQfXHKzgYfJq4kdvbLde=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat belanja yang apik dekat dengan pemukiman dan harga kompetitif.."""
"https://www.google.com/maps/place/Circle+K+Gejayan+17C/data=!4m7!3m6!1s0x2e7a59b79a9dc463:0x55f52a58c10d29ce!8m2!3d-7.7723399!4d110.3895973!16s%2Fg%2F11c7p9l_jp!19sChIJY8SdmrdZei4RzikNwVgq9VU?authuser=0&hl=id&rclk=1","Circle K Gejayan 17C","4,0","(99)","Minimarket","·","","·","Jl. Affandi No.17C","Buka 24 jam","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGEYyk_sqxbjKZHMyUpdHZ2oiGngq8qGY3rYtxSlkVipU5MQe8CGp2HORZpCa9bIKg-GKsUVnS-xpTxDZTxdfolYqWWG4XcDrrEyK8MNC7yY23zYEed55kpvP5gpmsrrWEq12s=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Banyak menjual snack dan minuman, tersedia rokok dan obat² an juga."""
"https://www.google.com/maps/place/Satya+Nugraha+Caf%C3%A9mart/data=!4m7!3m6!1s0x2e7a59de90d30511:0xd5ecbeeacdff223d!8m2!3d-7.7897975!4d110.3983085!16s%2Fg%2F11c7020lh6!19sChIJEQXTkN5Zei4RPSL_zeq-7NU?authuser=0&hl=id&rclk=1","Satya Nugraha Cafémart","4,5","(145)","Toko Makanan","·","","·","Jl. Sorowajan Baru Jl. Sorowajan No.16A","Buka","· Tutup pukul 22.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3WFbw-L6bd3AU3vRGeWUr2TrFas3cNRT46c-E7l1EUqHA5qKPHW5JUAnZ6d_sMvhYUa5WP7N6MW_e6CX3Q22Z0Og1y1xm7CGLsRlWPnXWrMWLpa5DNjXjvBoo24UOvlRPjojJ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak tuk belanja, harga standar"""
"https://www.google.com/maps/place/Toko+Smile/data=!4m7!3m6!1s0x2e7a59b2eee75991:0x3770bc93133bccd1!8m2!3d-7.7662!4d110.3805!16s%2Fg%2F11b6d4bz4q!19sChIJkVnn7rJZei4R0cw7E5O8cDc?authuser=0&hl=id&rclk=1","Toko Smile","3,4","(21)","Minimarket","·","","·","Jl. Kaliurang No.4,5","Buka 24 jam","","·","(0274) 549681","https://lh3.googleusercontent.com/gps-proxy/ALd4DhE2q-7PsY25u8pDaYDpAOgJwwmTKehkziw8Vv8WS59Lc8Lk-nalcrShyiiXjOdnca5TgT50OYXErLi7RAUqjhWFAgkOJybTMP5PUXDMiuE456HHUCFPSqR3QVHRsKnxzqM44erbugQJJgVAVWqYKmrN-eYSEeYgQNTO1od4CfmVUaPU5VaUD5q5Vu3pEEv3JpQjkg=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""""
"https://www.google.com/maps/place/Toko+HEmart/data=!4m7!3m6!1s0x2e7a597888c2934b:0x278a1be1df1f55bc!8m2!3d-7.7663393!4d110.3816225!16s%2Fg%2F11nx3dphvh!19sChIJS5PCiHhZei4RvFUf3-Ebiic?authuser=0&hl=id&rclk=1","Toko HEmart","3,0","(9)","Minimarket","·","","Gg. Gayamsari I No.294c","·","Buka 24 jam","","","0859-2202-1988","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLBAtFcUjpjqxWHyhBYQM5KOZMVjc83zfmnmK1XNjBvnJdFcd-Zji9oFJvgXl-yjuVt1zamL5tTEihESFECg7DaFdHuAXpzUq0UWQab-i2eTv6W6ZQzag7lKEAUSaW3ta1jWnTbQ=w125-h92-k-no","",""
"https://www.google.com/maps/place/Alfamart/data=!4m7!3m6!1s0x2e7a5993ea643ba9:0x6f395693b1247e53!8m2!3d-7.7692811!4d110.4098586!16s%2Fg%2F11bv3xm977!19sChIJqTtk6pNZei4RU34ksZNWOW8?authuser=0&hl=id&rclk=1","Alfamart","2,3","(62)","Minimarket","·","","·","Jl. Seturan Raya No.Kel Blok C No.5","Buka","· Tutup pukul 22.00","·","(021) 1500959","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG551tYjxaKudqb10DAZcgPZ8_inzB49aXm2JIrZ5C_yuekt52MNgtWIIZy0MkWauxPgbxr_DsRTCCW7wGahODfhUzIX_AAcJYyUAUaR0rgm9v90axcSnJ2ufEriq3rKUPVwITu=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alfamart nyaaa dinginn banget."""
"https://www.google.com/maps/place/%EA%A7%8B%EA%A6%A0%EA%A6%BA%EA%A6%B4%EA%A6%8F%EA%A6%BA%EA%A6%B4%EA%A6%B1%EA%A6%BC%EA%A6%A9%EA%A7%80%EA%A6%A7%EA%A6%8F%EA%A6%BA%EA%A6%B4%26%EA%A6%A5%EA%A6%BA%EA%A6%B4%EA%A6%A9%EA%A7%80%EA%A6%A9%EA%A6%B6%EA%A6%A4%EA%A6%B6%EA%A6%A9%EA%A6%B1%EA%A7%80%EA%A6%84%EA%A6%AB%EA%A6%B6%EA%A6%A5%EA%A6%B3%EA%A7%80+TOKO+SEMBAKO+%26+POM+MINI+MAS+ARIF/data=!4m7!3m6!1s0x2e7a5916e2c3b007:0x9801d82b162dd497!8m2!3d-7.7826826!4d110.3954288!16s%2Fg%2F11mb0cd3rr!19sChIJB7DD4hZZei4Rl9QtFivYAZg?authuser=0&hl=id&rclk=1","꧋ꦠꦺꦴꦏꦺꦴꦱꦼꦩ꧀ꦧꦏꦺꦴ&ꦥꦺꦴꦩ꧀ꦩꦶꦤꦶꦩꦱ꧀ꦄꦫꦶꦥ꦳꧀ TOKO SEMBAKO & POM MINI MAS ARIF","","","Toko","·","","Jl. Petung No.1","·","Buka","· Tutup pukul 01.00","","0813-4477-6428","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpPNxuBgc2INC22OxFJ68AE8PZiCMs4MIrlYdNublqNSUwtzaePQkJ0mibDXm0H4AOIYLlcfjJgYWuWRAA9sTPtCbH-agCHyqAMh4iVR03GDCQ2gmN5_pmpQBILgs_NzG-hviz=w80-h142-k-no","",""
"https://www.google.com/maps/place/Minimarket+Asli/data=!4m7!3m6!1s0x2e7a59d61ba047bb:0x53d759b06e3e0133!8m2!3d-7.7946541!4d110.3855519!16s%2Fg%2F11b6d080_w!19sChIJu0egG9ZZei4RMwE-brBZ11M?authuser=0&hl=id&rclk=1","Minimarket Asli","4,5","(6)","Minimarket","·","","Jl. Gondosuli No.7","·","Buka","· Tutup pukul 20.30","","0838-4087-5375","https://lh3.googleusercontent.com/gps-proxy/ALd4DhHac9GAOzzsgOLBe8AZh3WhZwK9539whVuFk-JFQa7FBLpm5SDdU1huaGCOVxQ4k-rEDAb7bVWxxnODz2R3zMQDtVpmNvvoeqg0166PRl6uVck-uYdPk0NLrb17MQpe4WGDlPXt0a1Kj7_l_KdIk5sP-5Ah5TcqXmeRMfzARcjGWQyiSOtd2qrITfTt5on0yMtlGw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Semoga Sukses selalu asli"
"https://www.google.com/maps/place/Family+Mini+Market/data=!4m7!3m6!1s0x2e7a5998ae75d5b7:0x7cb758f92068d70e!8m2!3d-7.7576375!4d110.4033776!16s%2Fg%2F1pzt_bm_5!19sChIJt9V1rphZei4RDtdoIPlYt3w?authuser=0&hl=id&rclk=1","Family Mini Market","","","Minimarket","·","","RS JIH, Jl. Ring Road Utara Lantai 3","","","","","(0274) 8207685","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cya00SkH1mL0hbwg-AObiw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=21.679647&pitch=0&thumbfov=100","",""
"https://www.google.com/maps/place/Indomaret+Pringgodani/data=!4m7!3m6!1s0x2e7a59c7801555f7:0x807b475da2714f07!8m2!3d-7.7741848!4d110.3936482!16s%2Fg%2F1pzswgwx6!19sChIJ91UVgMdZei4RB09xol1He4A?authuser=0&hl=id&rclk=1","Indomaret Pringgodani","4,0","(59)","Minimarket","·","","·","JL. Pringgodani, No. 20, Catur Tunggal, Depok","Buka 24 jam","","·","(0274) 542398","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtwoII8obFtDoF1-30fLJJOfSft1wqC_TwaKjm6ldfQV11ZMIFZUxOVmyT7KeHNr0kxrcY6ECbHyP7qP8LJZJQLhxdVhD0EbMNTTQc1BI7m5SYPU0QeBYak7LJqm2n2iaKZLXZLQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Beli buah potong pepaya harganya 10rb."""
"https://www.google.com/maps/place/P+Mart+-+Toko+Jawa/data=!4m7!3m6!1s0x2e7a59288bf106ad:0x9504596d21508bc0!8m2!3d-7.7831235!4d110.3713655!16s%2Fg%2F11stf6hwny!19sChIJrQbxiyhZei4RwItQIW1ZBJU?authuser=0&hl=id&rclk=1","P Mart - Toko Jawa","5,0","(4)","Minimarket","·","","Code Utara, RT.01/RW.01","","Buka 24 jam","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYlwHN7XToNXLS0lR3_e4ppSMiC6PmCm3v87fJBmB-h9kXMfH2lq16NXf8A9zTmxNFIQ-8LY4Y59rDZgWjOYpabRiboCz_IdaquolU5_PLUax1DsRXUFTGp3BV2Ng3gprEaKNb=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""komplit.. harga murah"""
"https://www.google.com/maps/place/Circle+K+DR.+Wahidin+%28Korner%29/data=!4m7!3m6!1s0x2e7a59ccf1e3cd2b:0xe520381ba15000e7!8m2!3d-7.7866568!4d110.3787891!16s%2Fg%2F11fplb2ffb!19sChIJK83j8cxZei4R5wBQoRs4IOU?authuser=0&hl=id&rclk=1","Circle K DR. Wahidin (Korner)","4,7","(68)","Minimarket","Jaringan SPBU dengan minuman & camilan","","","·","Buka 24 jam","","","0818-156-675","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHv0s2DydVTOAegv8bPDkEZGwlV67ZDtxqSoKEIvyvExsEU_9dp96o1hjEhqnWG-hXkzEZgNLHo8ZlNlB2J42SJPcaDUGUJ0CKdYSw3ZbBuz1ati0SB55LiRpjGVhtBbr2RlPyM0Q=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""WiFi ada tapi kadang mati kadang nyala, colokan ada tempat lumayan nyaman"""
"https://www.google.com/maps/place/Minimarket+Melati+Husada+RSUP.+Dr.+Sardjito/data=!4m7!3m6!1s0x2e7a591b50060b31:0x89feb651c2175cf4!8m2!3d-7.7703321!4d110.3714044!16s%2Fg%2F11lgklgq3q!19sChIJMQsGUBtZei4R9FwXwlG2_ok?authuser=0&hl=id&rclk=1","Minimarket Melati Husada RSUP. Dr. Sardjito","4,1","(7)","Toko bahan makanan","·","","Jl. Kesehatan No.1","","Tutup","· Buka Sen pukul 06.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHXbDNJBro8SLOdSqpfmp0bVi_Jh9jBwht248LzXe5LUt8Sm8wwP4ZckMErAk1yoSSra_70O1E2lquPKox1YvJo3fWRX1ImE-Tr8YyRDcn7-uJ0aJ6FOAHhmR3adG22GcPu9hwN=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alhamdulillah sangat memuaskan"""
