"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","W4Efsd 6","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/mama+wulan+food/data=!4m7!3m6!1s0x2e69f75d1b823003:0x5e157dc5dad616cb!8m2!3d-6.1872252!4d106.7942491!16s%2Fg%2F11h4zkxssp!19sChIJAzCCG133aS4RyxbW2sV9FV4?authuser=0&hl=id&rclk=1","mama wulan food","4,6","(18)","","","Restoran","·","","Jl. Anggrek Neli Murni No.11 No.151, RT.11/RW.1","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJekONNwiVBMQr3VzC7keTNf9_LjKt3InGI9_5zxcQIm4aAgyQlGqV5PYSeBWTRar5eXZF9WfyUrE4cB9WpXS3nvDMuiWNQJ_aXaDM59zY_WhzDsET9VUF4dc_Ay9S--O3Uq1VmQ=w183-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga ekonomis Rasanya Pas di Lidah dan Perut kenyang 😋""","","","","· 23.00 · Buka Min pukul 11.00","",""
"https://www.google.com/maps/place/Pondok+Nasi+Goreng+Dan+Soto/data=!4m7!3m6!1s0x2e69f6e91570ca27:0xfea620bee590df30!8m2!3d-6.1946871!4d106.7876877!16s%2Fg%2F11hdyr002h!19sChIJJ8pwFen2aS4RMN-Q5b4gpv4?authuser=0&hl=id&rclk=1","Pondok Nasi Goreng Dan Soto","5,0","(1)","","","Restoran","·","","RQ4Q+43G, Jl. Kemanggisan III A, RT.7/RW.1","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wiy_I9bgAXXgsrQjf7EgfQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=55.685688&pitch=0&thumbfov=100","","Makan di tempat","","","","","Bawa pulang",""
"https://www.google.com/maps/place/DANRIKTEA/data=!4m7!3m6!1s0x2e69f72e7aac8503:0x5dd14f9367d06400!8m2!3d-6.2040786!4d106.7796035!16s%2Fg%2F11j7d3s5l2!19sChIJA4Wsei73aS4RAGTQZ5NP0V0?authuser=0&hl=id&rclk=1","DANRIKTEA","5,0","(2)","","","Toko Makanan Alami","·","","Jl. Yunus No.45, RT.6/RW.6","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBJ4aJ4POTfUN92-A5DhW6zQzj9HOZ8a_npL-ZnAKCn3QA4XPOk78QqS4AcvJ8q9XHEhw_k2_ugYwFux6Zd37sWdWIZKtNt53wBfn0cuO0b-1iP7j4-KKxGL3mZk1pOuVt6dbdCA=w109-h92-k-no","","Belanja di toko","","","","· Buka Sen pukul 10.00","Ambil di toko","Pesan antar"
"https://www.google.com/maps/place/Warung+Soto+betawi+Hj+Nurma/data=!4m7!3m6!1s0x2e69f755b37341fd:0x673f2d64aae5408e!8m2!3d-6.1957453!4d106.802451!16s%2Fg%2F11h23mp2qf!19sChIJ_UFzs1X3aS4RjkDlqmQtP2c?authuser=0&hl=id&rclk=1","Warung Soto betawi Hj Nurma","4,9","(18)","","","Indonesia","·","","Jl. KS Tubun III No.1, RT.10/RW.7","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAaBPvOa8yEG89wDQrbzaDjTRJEhe5sF7OCT9Viiv_jqApOi2rxN2LwSCJ1hYZryBlKcaALlduxj8EOW57oiOusp6_w1XgSMy0iqBn0jgcqWvlMmDnGuOI7RLbaK8zGDxPvkDC=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sop Iganya juara...enak dan murah""","https://www.google.com/viewer/chooseprovider?mid=/g/11h23mp2qf&g2lbs=AIBNGdXdLLMx1qV66IFIkHSsXi6d4vf_rVW6PrV6XEAra731_xN5xDpE3uh1ktVHQ1ydHW45IeX1noZPuHwY9BUcfzj92sQFRQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=q6bjabKHMZaNseMPr-aR6AU&ei=q6bjabKHMZaNseMPr-aR6AU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Kerupuk+Bangka+Sun+Toboali/data=!4m7!3m6!1s0x2e69f6c4a428a0d1:0x849df1827b953529!8m2!3d-6.2036441!4d106.7834039!16s%2Fg%2F11ckqrlt7d!19sChIJ0aAopMT2aS4RKTWVe4LxnYQ?authuser=0&hl=id&rclk=1","Kerupuk Bangka Sun Toboali","3,9","(7)","","","Toko Makanan Alami","·","","Jl. Palmerah Bar. 7 No.28, RT.7/RW.15","","Tutup","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=smyfRXR4RQ_6O-kD6QgsmA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=333.0083&pitch=0&thumbfov=100","","Pesan antar","","","","· Buka Min pukul 07.00","",""
"https://www.google.com/maps/place/Xin+-+Xin/data=!4m7!3m6!1s0x2e69f71f63d91a57:0xbd10b576709ca92d!8m2!3d-6.1985096!4d106.7666045!16s%2Fg%2F1q5bl60w6!19sChIJVxrZYx_3aS4RLamccHa1EL0?authuser=0&hl=id&rclk=1","Xin - Xin","","","","","Toko Kue","·","","Jl. Raya Kb. Jeruk No.41, RT.10/RW.1","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEM8FZl4O75qlx5j5Do-UUgGJQfvK6_gCqozz1wHG5C6otPhC0uLCViX8VJwKddeYBARBfEtzNKEo_eHDECYMxbNJCMy0D5KnmDzVmcBewGm_asGVn5upjvE8_46jjq0N4zQHJRwpiL_mI=w204-h92-k-no","","Pesan antar","","","","· Buka Min pukul 09.00","",""
"https://www.google.com/maps/place/Tuku+Tuku+Natural+-+Toko+Organik+%26+Katering+Jakarta+Barat/data=!4m7!3m6!1s0x2e69f724b8f69567:0x509a059def5aeaee!8m2!3d-6.1853966!4d106.7537202!16s%2Fg%2F11fk40vpzc!19sChIJZ5X2uCT3aS4R7upa750FmlA?authuser=0&hl=id&rclk=1","Tuku Tuku Natural - Toko Organik & Katering Jakarta Barat","5,0","(49)","","","Toko Buah dan Sayuran","·","","Pasar Puri Indah, Jl. Puri Indah Raya No.1 Kios KJ-29, RT.1/RW.6","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2Xr12mHgkhECmW6-rtL9KEUWLzePOsEqDwIqv2A80iGIJjbP0BL5QIWTTgoasU7i05fRZ4YN6YnQIfKysryPhgwtGjDkB5qFXNh1bs2Ov_7X-DKV7GArSzosS10gnWzHBg8qm=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap ada sayur ada buah ada daging ada telor ada gluten free...""","","","","· Buka Min pukul 07.00","",""
"https://www.google.com/maps/place/Keripik+Nikmat+Daun+Kelor/data=!4m7!3m6!1s0x2e69f7974d23272d:0x52e5a102c0dda553!8m2!3d-6.1849041!4d106.7817069!16s%2Fg%2F11kpmwf_91!19sChIJLScjTZf3aS4RU6XdwAKh5VI?authuser=0&hl=id&rclk=1","Keripik Nikmat Daun Kelor","","","","","Toko Makanan Organik","·","","Jl. Arjuna Utara No.9","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFk7Wb643T13AF-CU5K5EZmt0qmYSFEZlZgUYVGrjlPSy9CF932-K7D0AzQVRMEGZQaG2Z7y8YoxVjS-Avz9thcF8zuT-ZfWK4bQa4C1dmqB_ZtUxtbaSw0ILQpNHwHc-eAmvjOdA=w99-h92-k-no","","Pesan antar","","","","","",""
"https://www.google.com/maps/place/Tuttonero+Coffee+and+Eat/data=!4m7!3m6!1s0x2e69f71e6aee1383:0x52f027d2c10e6716!8m2!3d-6.1948145!4d106.7691706!16s%2Fg%2F11dz1554gq!19sChIJgxPuah73aS4RFmcOwdIn8FI?authuser=0&hl=id&rclk=1","Tuttonero Coffee and Eat","4,3","(1.264)","·","$$","Restoran","·","","·","Jl. Panjang No.16 6, RT.5/RW.11","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0D8ab43NPLKJIujTm6BSOvWLkWHlZEVcHqI--IsG1zAyzSSOPfzzgiHFDTETOEmE_QgP7JZp8abF1zfsNEbyq04D8cKY2IX6TzSXDgWkurQIBH6qCZYYDb8iwiUEY7Bv1Y-tYKQ=w120-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga terjangkau, banyak pilihan","","","","","makanan","dan minuman, rasanya juga ok."""
"https://www.google.com/maps/place/Warung+Makan+Lek+Katni/data=!4m7!3m6!1s0x2e69f731d6a2fe65:0x4080561a3e261835!8m2!3d-6.178775!4d106.80879!16s%2Fg%2F11f79klp2s!19sChIJZf6i1jH3aS4RNRgmPhpWgEA?authuser=0&hl=id&rclk=1","Warung Makan Lek Katni","4,9","(10)","","","Restoran","·","","RRC5+FGM, RT.16/RW.6","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJqi5FIyAvWgywqToQhvErYNFuyFBBSsu21XaFuesr1FFjtIk7M6hHkSOYOKbiXB83VQPgRbcQ9IxQPdNaxwnoiAhNGTEXGCCL4MIaBTcKICAM4Ve27GBhDeG5F7wCHmq5wx1B=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sajian sederhana tapi kenyang""","","","","","",""
"https://www.google.com/maps/place/Palmerah+Jakarta+Barat/data=!4m7!3m6!1s0x2e69f7266ee79e6f:0xe3db821a582a7ec!8m2!3d-6.1945059!4d106.7851749!16s%2Fg%2F11y77ywmkq!19sChIJb57nbib3aS4R7KeCpSG4PQ4?authuser=0&hl=id&rclk=1","Palmerah Jakarta Barat","2,7","(42)","·","Rp 25–50 rb","Toko Makanan","","","","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHR3d3G9LWmkIBOb1FkqBJE3c_d7Q3chGOnYe4hGc_zkz7zLJECVGx8bzODh6hdGq5AjsznTnviPSCow_CTPxN618GWBhEVURC8A1GdlHpcZeZPYXW67V0i34Gy8boYgXGOxNLX=w80-h107-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak & affordable.""","","","","· Buka Min pukul 10.00","",""
"https://www.google.com/maps/place/PT.+Supra+Boga+Lestari+Tbk/data=!4m7!3m6!1s0x2e69f751acdd3cd5:0x87dbdb3e958d6ff0!8m2!3d-6.1883671!4d106.7560847!16s%2Fg%2F11bc7srfdw!19sChIJ1TzdrFH3aS4R8G-NlT7b24c?authuser=0&hl=id&rclk=1","PT. Supra Boga Lestari Tbk","4,5","(250)","","","Toko Swalayan","·","","·","Jl. Pesanggrahan No.2, RT.1/RW.7","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnbBgEsRlsBWsnbgUeE46ZU34Qaqqv-7zy9FLm5nVUlsjecoWxCnQ8bIkhRvmE24mUbz7cvfCJ7ng8Jc_aY-VanGRDM1Hg7wjJ286qVLhRPhR6f0IMuiAFD8KX_ixnebhq8BY=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa enak murah,aman di kantong""","","","","· Buka Min pukul 08.00","",""
"","","","","","","","","","","","","","","","","","","","",""
