"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","W4Efsd 7"
"https://www.google.com/maps/place/%22Anugrah%22/data=!4m7!3m6!1s0x2e788280e24be419:0xcba2fbd82cdf4595!8m2!3d-7.964783!4d112.6158734!16s%2Fg%2F11b76dlcgk!19sChIJGeRL4oCCeC4RlUXfLNj7oss?authuser=0&hl=id&rclk=1","""Anugrah""","4,7","(20)","Toko Fotokopi","·","","·","Jl. Terusan Surabaya No.26","Tutup","· Buka Sen pukul 07.00","0812-3345-0117","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ramah, murah""","·"
"https://www.google.com/maps/place/RIZKY+ABADI+COPY+CENTRE/data=!4m7!3m6!1s0x2e78827dfb8c60a3:0xb2b4cbf052c463fc!8m2!3d-7.964462!4d112.615225!16s%2Fg%2F11fyxd41b9!19sChIJo2CM-32CeC4R_GPEUvDLtLI?authuser=0&hl=id&rclk=1","RIZKY ABADI COPY CENTRE","4,4","(12)","Toko Fotokopi","·","","Jl. Terusan Surabaya No.40B","·","Tutup","· Buka Min pukul 09.00","0823-3434-5716","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""gerceppp, selalu ngeprint dan kirim file lewat wa.""",""
"https://www.google.com/maps/place/FOTOKOPI+PRINT+DAN+JILID+KILAT/data=!4m7!3m6!1s0x2e788280ceac19a1:0x95855c92bed384e5!8m2!3d-7.964079!4d112.614354!16s%2Fg%2F11b75qh1lp!19sChIJoRmszoCCeC4R5YTTvpJchZU?authuser=0&hl=id&rclk=1","FOTOKOPI PRINT DAN JILID KILAT","4,5","(4)","Layanan cetak digital","·","","·","Jl. Terusan Surabaya No.55B","Tutup","· Buka Min pukul 16.00","0877-6687-9697","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Layanan terbaik... 🎉🎉🔥""","·"
"https://www.google.com/maps/place/Sentrale+Fotokopi/data=!4m7!3m6!1s0x2e788272e4159971:0x5b788ae104979eea!8m2!3d-7.936619!4d112.605606!16s%2Fg%2F1pzv5l4f1!19sChIJcZkV5HKCeC4R6p6XBOGKeFs?authuser=0&hl=id&rclk=1","Sentrale Fotokopi","3,6","(46)","Toko Fotokopi","·","","·","Jl. Raya Tlogomas No.2","Tutup","· Buka Min pukul 17.00","(0341) 567717","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bahkan di bantu dengan desain gratis, bisa revisi sampai fix.""","·"
"https://www.google.com/maps/place/WIJAYA+photocopy+%26+digital+print/data=!4m7!3m6!1s0x2dd629d282b371fb:0x851b513c014bc4dc!8m2!3d-7.9595367!4d112.6317523!16s%2Fg%2F11bxb8_zm_!19sChIJ-3GzgtIp1i0R3MRLATxRG4U?authuser=0&hl=id&rclk=1","WIJAYA photocopy & digital print","4,3","(165)","Toko Fotokopi","·","","·","Jl. Sarangan","Tutup","· Buka Min pukul 08.00","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""",""
"https://www.google.com/maps/place/Fotocopy+%26+ATK+berkah+abadi/data=!4m7!3m6!1s0x2e7883b6703b3025:0x3c8a509ead7a5e0f!8m2!3d-7.9361133!4d112.6064445!16s%2Fg%2F11ks08ccmy!19sChIJJTA7cLaDeC4RD156rZ5Qijw?authuser=0&hl=id&rclk=1","Fotocopy & ATK berkah abadi","3,1","(9)","Toko Fotokopi","·","","Jl. Tata Surya ruko unisma No.4","·","Tutup","· Buka Min pukul 06.15","0813-3900-0648","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kaget bgt, beli lakban coklat malem2 harga 18.000.""",""
"https://www.google.com/maps/place/Toko+%26+Fotokopi+Fio+Asih/data=!4m7!3m6!1s0x2e78832393b8595b:0xbbedd7fa8ef0b859!8m2!3d-7.9693016!4d112.615826!16s%2Fg%2F11gyccytr0!19sChIJW1m4kyODeC4RWbjwjvrX7bs?authuser=0&hl=id&rclk=1","Toko & Fotokopi Fio Asih","5,0","(8)","Pusat Perbelanjaan","·","","Jl. Klampok Kasri Gang 2 No.258","","Tutup","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""langganan beli bunga telangg nihh, cocok untuk penderita wasir""","· Buka Min pukul 06.30"
"https://www.google.com/maps/place/Inti+Fotokopi+Laminating+Jilid+Alat+Tulis/data=!4m7!3m6!1s0x2dd629bff6527a33:0x2d5070da245af008!8m2!3d-7.941216!4d112.6438011!16s%2Fg%2F11btlz9zz4!19sChIJM3pS9r8p1i0RCPBaJNpwUC0?authuser=0&hl=id&rclk=1","Inti Fotokopi Laminating Jilid Alat Tulis","4,4","(164)","Toko Fotokopi","·","","Jl. Laksda Adi Sucipto No.29B","","","","(0341) 493115","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""",""
"https://www.google.com/maps/place/Foto+Copy+ABC/data=!4m7!3m6!1s0x2e7882862648f37f:0x1140ee25c71f62db!8m2!3d-7.9721876!4d112.613486!16s%2Fg%2F11bc7qxnmc!19sChIJf_NIJoaCeC4R22IfxyXuQBE?authuser=0&hl=id&rclk=1","Foto Copy ABC","3,9","(356)","Toko Fotokopi","·","","·","Jl. Galunggung No.4","Tutup","· Buka Min pukul 07.00","0851-0019-0101","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga cukup terjangkau dan hasil printnya juga bagus.""","·"
"https://www.google.com/maps/place/Krisna+Fotocopy+%26+ATK/data=!4m7!3m6!1s0x2dd629d2b30263af:0x972a0c924dc1638b!8m2!3d-7.9597376!4d112.6314095!16s%2Fg%2F1pzsncdkm!19sChIJr2MCs9Ip1i0Ri2PBTZIMKpc?authuser=0&hl=id&rclk=1","Krisna Fotocopy & ATK","4,2","(87)","Toko Fotokopi","·","","·","Pasar Tawangmangu, Jl. Tawangmangu No.5A-6A","Tutup","· Buka Min pukul 07.00","0851-0312-9164","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya murah, pelayanan cepat""","·"
"https://www.google.com/maps/place/Istana+photo+copy/data=!4m7!3m6!1s0x2dd6282ca92fe16b:0x362e9eb78879e538!8m2!3d-7.9622099!4d112.6261499!16s%2Fg%2F11b6df98hw!19sChIJa-EvqSwo1i0ROOV5iLeeLjY?authuser=0&hl=id&rclk=1","Istana photo copy","4,5","(15)","Toko Fotokopi","·","","Jl. Brigjend Slamet Riadi No.184","·","Tutup","· Buka Sen pukul 08.00","(0341) 368249","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""apa ada nomor hp yg bisa di hubungi?""",""
"https://www.google.com/maps/place/Optimal+Fotocopy/data=!4m7!3m6!1s0x2e78828105024bff:0x3ffb1cc52e919cec!8m2!3d-7.9652336!4d112.6161398!16s%2Fg%2F1hm45jsgr!19sChIJ_0sCBYGCeC4R7JyRLsUc-z8?authuser=0&hl=id&rclk=1","Optimal Fotocopy","5,0","(7)","Toko Fotokopi","·","","Jl. Jombang No.1","·","Tutup","· Buka Sen pukul 07.00","(0341) 7712228","","Rute","","",""
"https://www.google.com/maps/place/Ichsan+Foto+Copy/data=!4m7!3m6!1s0x2e7882118ec06b87:0x78da126e9c4fb3f8!8m2!3d-7.937086!4d112.605986!16s%2Fg%2F11c5s62fmk!19sChIJh2vAjhGCeC4R-LNPnG4S2ng?authuser=0&hl=id&rclk=1","Ichsan Foto Copy","5,0","(17)","Toko Fotokopi","·","","·","Jl. MT. Haryono No.205","Tutup","· Buka Sen pukul 07.00","0822-5769-8086","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat rekomen untuk kalian para mahasiswa sekitar Tlogomas.""","·"
"https://www.google.com/maps/place/Afin+Foto+Copy/data=!4m7!3m6!1s0x2dd629e42234a143:0xd9893ef5f5d5f4ed!8m2!3d-7.9358454!4d112.6273674!16s%2Fg%2F11hd9l9p3y!19sChIJQ6E0IuQp1i0R7fTV9fU-idk?authuser=0&hl=id&rclk=1","Afin Foto Copy","4,4","(20)","Toko Fotokopi","·","","·","Jl. Sudimoro No.166","","","0823-4004-3633","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Aman, murah, cepat dan terpercaya""",""
"https://www.google.com/maps/place/Fotocopy+Kalpataru+2/data=!4m7!3m6!1s0x2dd62980ae8c6845:0x77f6d93e2612af54!8m2!3d-7.9383348!4d112.6228013!16s%2Fg%2F11kp9zk1zt!19sChIJRWiMroAp1i0RVK8SJj7Z9nc?authuser=0&hl=id&rclk=1","Fotocopy Kalpataru 2","4,4","(12)","Toko Fotokopi","·","","Jl. Candi Panggung No.4d","","Tutup","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""mas yang tinggi itu ganteeng""","· Buka Min pukul 09.00"
"https://www.google.com/maps/place/Prima+Fotokopi/data=!4m7!3m6!1s0x2e78818ee97035df:0x5d56792a320056df!8m2!3d-7.9166398!4d112.5881648!16s%2Fg%2F11b6v5b7fh!19sChIJ3zVw6Y6BeC4R31YAMip5Vl0?authuser=0&hl=id&rclk=1","Prima Fotokopi","5,0","(4)","Toko Fotokopi","·","","Jl. Raya Sengkaling No.162","","","","","","Rute","","",""
"https://www.google.com/maps/place/Foto+copy+om+widianto/data=!4m7!3m6!1s0x2e78821f8f8109af:0x35907b91bc0c5168!8m2!3d-7.9245689!4d112.5967853!16s%2Fg%2F11f10ds6t2!19sChIJrwmBjx-CeC4RaFEMvJF7kDU?authuser=0&hl=id&rclk=1","Foto copy om widianto","4,6","(74)","Toko Fotokopi","·","","·","Jl. Tirto Utomo No.12","Buka","·","0878-4469-9299","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Butuh print n fotocopy bisa kesini""","· Tutup pukul 02.00"
"https://www.google.com/maps/place/Foto+Copy+%26+ATK+Al-Hikam/data=!4m7!3m6!1s0x2dd629db4b4f0765:0x9dc92144b0fa8966!8m2!3d-7.9472723!4d112.6318345!16s%2Fg%2F11b6ty_ryn!19sChIJZQdPS9sp1i0RZon6sEQhyZ0?authuser=0&hl=id&rclk=1","Foto Copy & ATK Al-Hikam","3,7","(125)","Toko Alat Tulis Kantor","·","","Jl. Cengger Ayam No.25","·","Tutup","· Buka Min pukul 06.30","0895-1472-0052","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Toko ATK yg cukup lengkap ada fotokopinya.""",""
"https://www.google.com/maps/place/Jempol/data=!4m7!3m6!1s0x2e788286265c4b05:0x542f861c2628ff58!8m2!3d-7.9660537!4d112.6081724!16s%2Fg%2F11b6d1kzjy!19sChIJBUtcJoaCeC4RWP8oJhyGL1Q?authuser=0&hl=id&rclk=1","Jempol","2,8","(23)","Toko Fotokopi","·","","Jl. Raya Tidar No.41C","·","Tutup","· Buka Min pukul 08.00","(0341) 8190101","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menjual alat tulis, map, lem tembak berikut isinya, dsb.""",""
"https://www.google.com/maps/place/Zamrud+One+Stop+Service/data=!4m7!3m6!1s0x2e7882172ffb19e1:0x7cd1c4273ea90017!8m2!3d-7.9346063!4d112.6014092!16s%2Fg%2F11b6hy9tbv!19sChIJ4Rn7LxeCeC4RFwCpPifE0Xw?authuser=0&hl=id&rclk=1","Zamrud One Stop Service","5,0","(1)","Toko Fotokopi","·","","Jl. Zamrud No.2","·","Tutup","· Buka Sen pukul 07.00","0896-8088-4450","","Rute","","",""
"https://www.google.com/maps/place/Foto+Copy+Citra/data=!4m7!3m6!1s0x2e788208cb32920f:0xbedb4dc00857ee16!8m2!3d-7.9334307!4d112.6139577!16s%2Fg%2F11b6j81k0s!19sChIJD5IyywiCeC4RFu5XCMBN274?authuser=0&hl=id&rclk=1","Foto Copy Citra","3,0","(3)","Toko Fotokopi","·","","Jl. Akordion Timur No.169","·","Tutup","· Buka Sen pukul 07.00","0812-3388-7177","","Rute","","",""
"https://www.google.com/maps/place/Bulan+Photocopy+%26+Print/data=!4m7!3m6!1s0x2dd6283b040841a5:0x7f345cc9e2eef325!8m2!3d-7.9743021!4d112.6342747!16s%2Fg%2F11b75gptgf!19sChIJpUEIBDso1i0RJfPu4slcNH8?authuser=0&hl=id&rclk=1","Bulan Photocopy & Print","4,3","(84)","Toko Fotokopi","·","","·","Jl. Suropati No.15","Tutup","· Buka Min pukul 07.00","0813-3337-2644","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""gak ada drama ""orangnya belum datang"" dan jam bukanya sesuai sama maps.""","·"
"","","","","","","","","","","","","","","","",""
